NPI,Drug
1124086673,1030
1124086673,1075
1124086673,666
1124086673,491
1124086673,456
1124086673,935
1124089354,505
1124089354,35
1124089354,323
1124089354,1036
1124089354,327
1124089354,180
1124089354,640
1124089354,629
1124089354,861
1124089354,602
1124089354,710
1124089354,492
1124089354,134
1124089354,788
1124089354,95
1124089354,494
1124089354,909
1124089354,44
1124089354,165
1124089354,139
1124089354,1082
1124089354,696
1124089354,666
1124089354,869
1124089354,287
1124089354,654
1124089354,501
1124089354,658
1124089354,411
1124089354,695
1124089354,787
1124089354,509
1124089354,365
1124089354,790
1124089354,968
1124089354,290
1124089354,218
1124089354,774
1124089354,590
1124089354,711
1124089354,239
1124089354,457
1124089354,1030
1124089354,1028
1124089354,1018
1124089354,753
1124089354,791
1124091012,91
1124091012,167
1124091012,666
1124091012,182
1124091012,860
1124092325,408
1124092325,75
1124092325,79
1124092325,719
1124092325,624
1124092325,406
1124092325,491
1124092325,903
1124092325,203
1124092325,44
1124092325,640
1124092325,353
1124092325,344
1124092325,910
1124092325,601
1124092325,324
1124092325,734
1124092325,552
1124092325,62
1124092325,1069
1124092325,195
1124092325,432
1124092325,204
1124092325,568
1124092325,48
1124092325,860
1124092325,220
1124092325,956
1124092325,32
1124092325,886
1124092325,29
1124092325,50
1124092325,855
1124092325,854
1124092325,397
1124092325,400
1124092325,490
1124092325,42
1124092325,456
1124092325,49
1124092325,935
1124092325,1058
1124092325,133
1124092325,770
1124092325,558
1124092325,671
1124092325,1012
1124092325,838
1124092325,957
1124092325,167
1124092325,764
1124092325,457
1124092325,625
1124092325,888
1124092325,961
1124092325,674
1124092325,915
1124092325,300
1124092325,795
1124092325,47
1124092325,119
1124092325,1041
1124092325,393
1124092325,929
1124092325,731
1124092325,769
1124092325,617
1124092325,244
1124092325,932
1124092325,850
1124092325,221
1124092325,298
1124092325,557
1124092325,102
1124092325,741
1124092325,1075
1124092325,23
1124092325,673
1124092325,616
1124095666,653
1124095666,623
1124095666,616
1124095666,408
1124095666,420
1124095666,627
1124095666,206
1124095666,443
1124095666,544
1124095666,843
1124095666,1050
1124095666,855
1124095666,171
1124095666,551
1124095666,298
1124095666,601
1124095666,396
1124095666,795
1124095666,212
1124095666,964
1124095666,221
1124095666,639
1124095666,812
1124095666,538
1124095666,671
1124095666,509
1124095666,1070
1124095666,406
1124095666,123
1124095666,637
1124095666,403
1124095666,491
1124095666,27
1124095666,490
1124095666,152
1124095666,656
1124095666,558
1124095666,416
1124095666,988
1124095666,1030
1124095666,210
1124095666,771
1124095666,327
1124095666,79
1124095666,731
1124095666,787
1124095666,534
1124095666,220
1124095666,850
1124095666,1079
1124095666,35
1124095666,596
1124095666,585
1124095666,376
1124095666,903
1124095666,769
1124095666,770
1124095666,535
1124095666,929
1124095666,679
1124095666,397
1124095666,811
1124095666,909
1124095666,413
1124095666,274
1124095666,208
1124095666,887
1124095666,281
1124095666,25
1124095666,1053
1124095666,32
1124095666,863
1124095666,951
1124095666,714
1124095666,467
1124095666,374
1124095666,699
1124095666,138
1124095666,68
1124095666,442
1124095666,625
1124095666,42
1124095666,618
1124095666,899
1124095666,512
1124095666,314
1124095666,255
1124095666,788
1124095666,675
1124095666,694
1124095666,283
1124095666,937
1124095666,173
1124095666,537
1124095666,158
1124095666,456
1124095666,137
1124095666,970
1124095666,860
1124095666,910
1124095666,754
1124095666,641
1124095666,410
1124095666,775
1124095666,353
1124095666,786
1124095666,1082
1124095666,310
1124095666,132
1124095666,631
1124095666,218
1124095666,492
1124095666,928
1124095666,938
1124095666,250
1124095666,440
1124095666,629
1124095666,23
1124095666,160
1124095666,62
1124095666,411
1124095666,167
1124095666,1068
1124095666,475
1124095666,760
1124095666,621
1124095666,992
1124095666,457
1124095666,861
1124095666,688
1124095666,590
1124095666,1041
1124095666,800
1124095666,872
1124095666,983
1124095666,1028
1124095666,543
1124095666,432
1124095666,532
1124095666,579
1124095666,935
1124095666,239
1124095666,48
1124095666,877
1124095666,1036
1124095666,624
1124095666,1018
1124095666,594
1124095666,266
1124095666,466
1124096896,774
1124096896,940
1124096896,795
1124096896,1018
1124096896,305
1124096896,650
1124096896,492
1124096896,227
1124096896,770
1124096896,607
1124096896,726
1124096896,372
1124098553,1029
1124098553,601
1124098553,102
1124098553,1053
1124098553,300
1124098553,699
1124098553,456
1124098553,552
1124098553,627
1124098553,623
1124098553,694
1124098553,740
1124098553,491
1124098553,79
1124098553,406
1124098553,532
1124098553,811
1124098553,48
1124098553,52
1124098553,787
1124098553,53
1124098553,1026
1124098553,1036
1124098553,379
1124098553,490
1124098553,688
1124098553,886
1124098553,1075
1124098553,182
1124098553,353
1124098553,935
1124098553,133
1124098553,400
1124098553,35
1124098553,492
1124098553,221
1124098553,466
1124098553,903
1124098553,443
1124098553,673
1124098553,318
1124098553,616
1124098553,206
1124098553,872
1124098553,538
1124098553,208
1124098553,432
1124098553,314
1124098553,1082
1124098553,625
1124098553,992
1124098553,883
1124098553,1068
1124098553,62
1124098553,27
1124098553,653
1124098553,910
1124098553,674
1124098553,49
1124098553,929
1124098553,397
1124098553,1078
1124098553,800
1124098553,239
1124098553,23
1124098553,229
1124098553,1058
1124098553,853
1124098553,405
1124098553,1069
1124098553,139
1124098553,734
1124098553,137
1124098553,327
1124098553,467
1124098553,770
1124098553,457
1124098553,666
1124098553,741
1124098553,374
1124098553,298
1124098553,1030
1124098553,75
1124098553,641
1124098553,321
1124098553,855
1124098553,612
1124098553,382
1124098553,1041
1124098553,795
1124098553,869
1124098553,541
1124098553,558
1124098553,167
1124098553,850
1124098553,149
1124098553,32
1124098553,983
1124098553,617
1124098553,416
1124098553,887
1124098553,459
1124098553,938
1124098553,860
1124098553,1031
1124098553,376
1124098553,624
1124098553,640
1124098884,744
1124099932,491
1124099932,625
1124099932,770
1124099932,935
1124105119,795
1124105119,491
1124105119,1075
1124105119,456
1124105119,674
1124105119,48
1124105119,601
1124105119,75
1124105119,167
1124105119,625
1124105119,79
1124114574,504
1124114574,995
1124114574,44
1124114574,440
1124114574,714
1124114574,23
1124114574,861
1124114574,318
1124114574,407
1124114574,795
1124114574,1082
1124114574,208
1124114574,624
1124114574,1028
1124114574,775
1124114574,239
1124114574,1069
1124114574,863
1124114574,964
1124114574,938
1124114574,281
1124114574,32
1124114574,961
1124114574,764
1124114574,935
1124114574,220
1124114574,535
1124114574,1075
1124114574,887
1124114574,182
1124114574,877
1124114574,218
1124114574,957
1124114574,637
1124114574,68
1124114574,1036
1124114574,786
1124114574,1039
1124114574,596
1124114574,666
1124114574,206
1124114574,79
1124114574,760
1124114574,625
1124114574,62
1124114574,420
1124114574,694
1124114574,617
1124114574,95
1124114574,688
1124114574,456
1124114574,992
1124114574,48
1124114574,903
1124114574,811
1124114574,740
1124114574,1068
1124114574,287
1124114574,102
1124114574,537
1124114574,741
1124114574,400
1124114574,139
1124114574,314
1124114574,75
1124114574,854
1124114574,983
1124114574,466
1124114574,397
1124114574,673
1124114574,623
1124114574,379
1124114574,937
1124114574,850
1124114574,609
1124114574,538
1124114574,91
1124114574,674
1124114574,179
1124114574,132
1124114574,376
1124114574,616
1124114574,134
1124114574,576
1124114574,406
1124114574,300
1124114574,432
1124114574,640
1124114574,1018
1124114574,137
1124114574,221
1124114574,167
1124114574,601
1124114574,53
1124114574,457
1124114574,899
1124114574,872
1124114574,12
1124114574,988
1124114574,1041
1124114574,770
1124114574,491
1124114574,754
1124114574,410
1124114574,52
1124114574,322
1124114574,929
1124114574,719
1124114574,573
1124114574,509
1124114574,76
1124114574,327
1124114574,910
1124114574,641
1124114574,35
1124114574,879
1124114574,763
1124114574,675
1124114574,492
1124114574,607
1124114574,855
1124114574,558
1124114574,443
1124114574,788
1124114574,42
1124114574,374
1124114574,653
1124114574,27
1124114574,1029
1124114574,909
1124114574,442
1124114574,883
1124114574,1030
1124114574,180
1124114574,1017
1124114574,505
1124114574,138
1124114830,116
1124114830,579
1124118187,744
1124118831,948
1124118831,48
1124118831,568
1124118831,625
1124118831,930
1124118831,674
1124118831,491
1124118831,798
1124118831,616
1124118831,456
1124118831,490
1124118831,617
1124118831,466
1124118831,49
1124118831,25
1124118831,353
1124118831,673
1124133483,460
1124133483,909
1124133483,968
1124133483,365
1124133483,826
1124133483,301
1124133483,160
1124133483,783
1124133483,573
1124133483,690
1124133483,876
1124133483,218
1124133483,44
1124133483,1083
1124133483,860
1124133483,547
1124133483,861
1124133483,590
1124133483,95
1124133483,906
1124133483,641
1124133483,905
1124133483,853
1124133483,158
1124133483,1028
1124133483,1018
1124133483,36
1124133483,221
1124133483,872
1124133483,139
1124133483,569
1124133483,863
1124133483,877
1124133483,457
1124133483,310
1124133483,753
1124133483,314
1124133590,1017
1124133590,1077
1124133590,1049
1124133590,601
1124133590,91
1124133590,907
1124133590,1050
1124133590,440
1124133590,476
1124133590,456
1124133590,79
1124133590,693
1124133590,443
1124133590,321
1124133590,99
1124133590,694
1124133590,27
1124133590,589
1124133590,132
1124133590,550
1124133590,616
1124133590,88
1124133590,442
1124133590,860
1124133590,23
1124133590,62
1124133590,551
1124133590,1016
1124133590,666
1124133590,736
1124133590,439
1124136676,801
1124136676,150
1124136676,167
1124136676,734
1124136676,930
1124136676,625
1124136676,463
1124136676,962
1124136676,206
1124136676,48
1124136676,363
1124136676,490
1124136676,133
1124136676,456
1124136676,673
1124136676,32
1124136676,616
1124136676,799
1124151303,558
1124151303,624
1124151303,420
1124151303,544
1124151303,974
1124151303,625
1124151303,995
1124151303,442
1124151303,774
1124151303,929
1124151303,52
1124151303,491
1124151303,1041
1124151303,137
1124151303,850
1124151303,48
1124151303,627
1124151303,788
1124151303,290
1124151303,206
1124151303,975
1124151303,105
1124151303,1017
1124151303,53
1124151303,432
1124151303,416
1124151303,910
1124151303,1075
1124151303,546
1124151303,983
1124151303,79
1124151303,1048
1124151303,490
1124151303,957
1124151303,32
1124151303,400
1124151303,314
1124151303,322
1124151303,616
1124151303,640
1124151303,221
1124151303,91
1124151303,244
1124151303,1030
1124151303,457
1124151303,899
1124151303,182
1124151303,1039
1124151303,860
1124151303,1053
1124151303,674
1124151303,443
1124151303,119
1124151303,75
1124151303,877
1124151303,310
1124151303,570
1124151303,492
1124151303,467
1124151303,770
1124151303,1036
1124151303,456
1124151303,617
1124151303,167
1124151303,102
1124151303,23
1124151303,27
1124151303,208
1124151303,855
1124151303,935
1124151303,601
1124151303,804
1124151303,795
1124151303,653
1124160916,795
1124160916,694
1124160916,625
1124160916,290
1124160916,673
1124160916,860
1124160916,1018
1124160916,850
1124160916,1039
1124160916,18
1124160916,239
1124160916,770
1124160916,492
1124160916,48
1124160916,788
1124160916,298
1124160916,811
1124160916,887
1124160916,208
1124160916,787
1124160916,855
1124160916,601
1124160916,877
1124160916,640
1124160916,457
1124160916,653
1124160916,616
1124160916,674
1124160916,440
1124160916,1036
1124160916,443
1124160916,27
1124160916,1017
1124160916,491
1124160916,935
1124160916,167
1124160916,467
1124160916,195
1124160916,79
1124160916,826
1124160916,509
1124160916,910
1124160916,23
1124181086,964
1124181086,327
1124181086,617
1124181086,397
1124181086,992
1124181086,1069
1124181086,887
1124181086,287
1124181086,137
1124181086,1041
1124181086,937
1124181086,608
1124181086,1036
1124181086,666
1124181086,53
1124181086,491
1124181086,763
1124181086,988
1124181086,165
1124181086,675
1124181086,420
1124181086,1018
1124181086,800
1124181086,694
1124181086,601
1124181086,167
1124181086,860
1124181086,640
1124181086,18
1124181086,670
1124181086,91
1124181086,877
1124181086,910
1124181086,374
1124181086,138
1124181086,961
1124181086,1075
1124181086,764
1124181086,731
1124181086,625
1124181086,35
1124181086,218
1124181086,1039
1124181086,466
1124181086,674
1124181086,734
1124181086,740
1124181086,509
1124181086,290
1124181086,653
1124181086,850
1124181086,467
1124181086,1082
1124181086,456
1124181086,457
1124181086,250
1124181086,869
1124181086,171
1124181086,1028
1124181086,281
1124181086,1002
1124181086,541
1124181086,376
1124181086,379
1124181086,75
1124181086,492
1124181086,623
1124181086,935
1124181086,406
1124181086,220
1124181086,637
1124181086,566
1124181086,27
1124181086,1030
1124181086,861
1124181086,855
1124181086,132
1124181086,590
1124181086,929
1124181086,1059
1124181086,32
1124181086,206
1124181086,616
1124181086,770
1124181086,139
1124181086,44
1124181086,872
1124181086,23
1124181086,88
1124181086,775
1124181086,1068
1124181086,719
1124181086,182
1124181086,180
1124181086,782
1124181086,48
1124181086,221
1124181086,1058
1124181086,118
1124181086,432
1124181086,229
1124181086,443
1124181086,538
1124181086,795
1124181086,408
1124181086,79
1124181086,314
1124181086,208
1124181086,102
1124181086,714
1124181086,624
1124181086,673
1124181086,753
1124181086,938
1124181086,983
1124181086,344
1124219449,62
1124219449,394
1124219449,982
1124219449,60
1124219449,867
1124219449,585
1124219449,457
1124219449,846
1124219449,775
1124225453,694
1124225453,218
1124225453,32
1124225453,700
1124225453,457
1124225453,1031
1124225453,396
1124225453,462
1124225453,221
1124225453,741
1124225453,719
1124225453,1036
1124225453,800
1124225453,132
1124225453,596
1124225453,203
1124225453,566
1124225453,886
1124225453,12
1124225453,76
1124225453,887
1124225453,49
1124225453,674
1124225453,408
1124225453,637
1124225453,775
1124225453,625
1124225453,734
1124225453,860
1124225453,79
1124225453,910
1124225453,1029
1124225453,220
1124225453,616
1124225453,397
1124225453,294
1124225453,718
1124225453,909
1124225453,467
1124225453,983
1124225453,390
1124225453,570
1124225453,27
1124225453,1058
1124225453,167
1124225453,206
1124225453,754
1124225453,535
1124225453,693
1124225453,929
1124225453,538
1124225453,52
1124225453,416
1124225453,321
1124225453,276
1124225453,557
1124225453,344
1124225453,327
1124225453,935
1124225453,91
1124225453,25
1124225453,426
1124225453,937
1124225453,938
1124225453,811
1124225453,466
1124225453,314
1124225453,653
1124225453,180
1124225453,640
1124225453,443
1124225453,537
1124225453,770
1124225453,1030
1124225453,208
1124225453,601
1124225453,53
1124225453,996
1124225453,224
1124225453,850
1124225453,400
1124225453,964
1124225453,831
1124225453,795
1124225453,558
1124225453,1039
1124225453,318
1124225453,353
1124225453,1069
1124225453,290
1124225453,855
1124225453,75
1124225453,182
1124225453,23
1124225453,509
1124225453,456
1124225453,673
1124225453,861
1124225453,714
1124225453,627
1124225453,171
1124225453,1018
1124225453,541
1124225453,491
1124225453,468
1124225453,48
1124225453,617
1124225453,853
1124225453,624
1124228903,95
1124236450,795
1124236450,860
1124236450,206
1124238688,744
1124256706,322
1124256706,53
1124256706,206
1124256706,929
1124256706,1018
1124256706,694
1124256706,232
1124256706,326
1124256706,35
1124256706,576
1124256706,218
1124256706,688
1124256706,79
1124256706,443
1124256706,675
1124256706,983
1124256706,440
1124256706,855
1124256706,457
1124256706,1039
1124256706,466
1124256706,770
1124256706,195
1124256706,601
1124256706,850
1124256706,374
1124256706,831
1124256706,182
1124256706,910
1124256706,167
1124256706,553
1124256706,48
1124256706,558
1124256706,988
1124256706,860
1124256706,625
1124256706,653
1124256706,778
1124256706,795
1124256706,674
1124256706,687
1124256706,596
1124256706,640
1124256706,23
1124256706,491
1124256706,673
1124256706,492
1124256706,212
1124256706,456
1124256706,616
1124256706,863
1124256706,935
1124256706,739
1124256706,327
1124256706,420
1124256706,1053
1124256706,91
1124256706,666
1124256706,995
1124256706,699
1124282553,744
1124297627,551
1124297627,328
1124297627,524
1124297627,766
1124297627,504
1124297627,860
1124297627,52
1124297627,594
1124297627,768
1124297627,523
1124297627,887
1124297627,91
1124297627,0
1124297627,443
1124312764,744
1124337860,673
1124337860,601
1124337860,457
1124337860,770
1124337860,327
1124337860,95
1124337860,48
1124337860,616
1124337860,787
1124345673,182
1124345673,91
1124345673,860
1124345673,420
1124345673,212
1124345673,964
1124345673,52
1124345673,321
1124345673,53
1124356597,744
1124382783,167
1124382783,457
1124382783,151
1124382783,850
1124382783,205
1124382783,568
1124382783,570
1124382783,490
1124382783,228
1124382783,699
1124382783,935
1124382783,456
1124382783,679
1124382783,671
1124382783,48
1124382783,673
1124382783,32
1124382783,150
1124382783,770
1124382783,887
1124382783,463
1124382783,195
1124382783,625
1124382783,206
1124382783,983
1124382783,616
1124382783,734
1124382783,353
1124382783,674
1124382783,133
1124382783,929
1124382783,220
1124382783,795
1124382783,1036
1124382783,491
1124435318,674
1124435318,787
1124435318,1030
1124435318,456
1124435318,457
1124436027,18
1124438171,774
1124438171,182
1124469085,566
1124469085,617
1124469085,1036
1124469085,48
1124469085,23
1124469085,491
1124469085,400
1124469085,938
1124469085,625
1124469085,795
1124469085,321
1124469085,653
1124469085,694
1124469085,674
1124469085,616
1124469085,770
1124469085,935
1124469085,1039
1124469085,714
1124469085,929
1124469085,673
1124469085,538
1124469085,79
1124469085,182
1124469085,221
1124469085,440
1124469085,443
1124469085,457
1124469085,132
1124469085,831
1124469085,456
1124469085,467
1124469085,1030
1124469085,27
1124469085,601
1124471263,774
1124471263,416
1124471263,27
1124471263,492
1124471263,616
1124471263,770
1124471263,673
1124471263,208
1124471263,850
1124471263,137
1124471263,601
1124471263,75
1124471263,48
1124471263,688
1124557590,910
1124557590,855
1124557590,1065
1124557590,624
1124557590,617
1124557590,221
1124557590,673
1124557590,400
1124557590,218
1124557590,456
1124557590,614
1124557590,376
1124557590,568
1124557590,318
1124557590,466
1124557590,35
1124557590,32
1124557590,23
1124557590,983
1124557590,416
1124557590,770
1124557590,653
1124557590,467
1124557590,535
1124557590,1041
1124557590,640
1124557590,151
1124557590,79
1124557590,44
1124557590,1082
1124557590,75
1124557590,537
1124557590,490
1124557590,239
1124557590,132
1124557590,860
1124557590,91
1124557590,1030
1124557590,321
1124557590,694
1124557590,853
1124557590,491
1124557590,625
1124557590,532
1124557590,623
1124557590,327
1124557590,1039
1124557590,48
1124557590,492
1124557590,1036
1124557590,550
1124557590,616
1124557590,850
1124557590,995
1124557590,406
1124557590,601
1124557590,935
1124557590,538
1124557590,206
1124557590,929
1124557590,704
1124557590,432
1124557590,1075
1124557590,886
1124557590,208
1124557590,787
1124557590,167
1124557590,137
1124557590,457
1124557590,558
1124557590,851
1124557590,909
1124557590,674
1124557590,795
1134107634,91
1134107634,167
1134107634,962
1134107634,930
1134107634,151
1134107634,220
1134107634,133
1134107634,412
1134107634,616
1134107634,456
1134107634,490
1134107634,625
1134107634,491
1134107634,218
1134107634,79
1134107634,673
1134107634,568
1134107634,457
1134107634,48
1134107634,674
1134107634,850
1134107634,795
1134107634,983
1134107634,1030
1134112535,1030
1134112535,787
1134112535,492
1134117187,524
1134117187,770
1134117187,23
1134117187,440
1134117187,551
1134117187,88
1134117187,443
1134117187,441
1134117187,692
1134117187,442
1134117187,361
1134117187,132
1134117187,44
1134117187,1017
1134117187,694
1134125156,259
1134125156,276
1134125156,60
1134125156,59
1134125156,774
1134125156,585
1134125156,601
1134125156,503
1134125156,779
1134125156,62
1134125156,903
1134125156,583
1134125156,867
1134130917,744
1134133358,858
1134133358,722
1134133358,125
1134133358,316
1134133358,321
1134133358,124
1134133358,82
1134133358,116
1134133358,372
1134133358,766
1134133358,317
1134133358,1014
1134133358,241
1134133358,567
1134133358,579
1134133358,297
1134133358,1035
1134133358,759
1134133358,18
1134134018,1059
1134134018,935
1134134018,612
1134134018,601
1134134018,374
1134134018,623
1134134018,542
1134134018,928
1134134018,811
1134134018,379
1134134018,62
1134134018,553
1134134018,674
1134134018,326
1134134018,673
1134134018,608
1134134018,535
1134134018,35
1134134018,657
1134134018,769
1134134018,831
1134134018,224
1134134018,400
1134134018,552
1134134018,910
1134134018,758
1134134018,456
1134134018,27
1134134018,512
1134134018,541
1134134018,466
1134134018,616
1134134018,855
1134134018,868
1134134018,938
1134134018,614
1134134018,48
1134134018,537
1134134018,532
1134134018,625
1134134018,680
1134134018,538
1134134018,546
1134134018,1002
1134134018,1001
1134134018,467
1134134018,653
1134134018,457
1134134018,1010
1134134018,287
1134134018,972
1134134018,491
1134134018,937
1134134018,79
1134143472,860
1134143472,49
1134143472,132
1134143472,573
1134143472,208
1134143472,27
1134143472,35
1134143472,1041
1134143472,95
1134143472,770
1134143472,374
1134143472,786
1134143472,861
1134143472,456
1134143472,408
1134143472,1018
1134143472,617
1134143472,509
1134143472,909
1134143472,42
1134143472,640
1134143472,79
1134143472,91
1134143472,616
1134143472,903
1134143472,491
1134143472,239
1134143472,886
1134143472,935
1134143472,23
1134143472,48
1134143472,221
1134143472,831
1134143472,666
1134143472,467
1134143472,653
1134143472,504
1134143472,171
1134143472,590
1134143472,206
1134143472,594
1134143472,466
1134143472,1049
1134143472,910
1134143472,673
1134143472,138
1134143472,167
1134143472,1030
1134143472,983
1134143472,694
1134143472,137
1134143472,961
1134143472,625
1134143472,218
1134143472,416
1134143472,397
1134143472,1059
1134143472,287
1134143472,376
1134143472,420
1134143472,537
1134143472,32
1134143472,957
1134143472,1050
1134143472,44
1134143472,929
1134143472,775
1134143472,872
1134143472,326
1134143472,601
1134143472,457
1134143472,795
1134143472,734
1134143472,719
1134143472,443
1134143472,75
1134143472,25
1134143472,492
1134143472,321
1134143472,1036
1134143472,855
1134143472,938
1134143472,850
1134143472,558
1134143472,12
1134143472,629
1134143472,250
1134143472,327
1134143472,596
1134143472,180
1134143472,314
1134143472,674
1134148091,867
1134148091,860
1134148091,276
1134148091,695
1134148091,503
1134148091,583
1134148091,457
1134148091,400
1134148091,62
1134148091,792
1134148091,492
1134148091,585
1134148091,60
1134148091,850
1134148091,601
1134148091,1075
1134148091,1030
1134148091,18
1134148091,735
1134148091,903
1134148091,414
1134148091,775
1134148091,964
1134148307,744
1134152333,740
1134152333,786
1134152333,1026
1134152333,951
1134152333,268
1134152333,964
1134152333,983
1134152333,28
1134152333,416
1134152333,413
1134152333,788
1134152333,687
1134161482,491
1134161482,544
1134161482,869
1134161482,48
1134161482,99
1134161482,467
1134161482,180
1134161482,62
1134161482,658
1134161482,770
1134161482,887
1134161482,75
1134161482,1049
1134161482,590
1134161482,538
1134161482,640
1134161482,975
1134161482,695
1134161482,625
1134161482,442
1134161482,195
1134161482,27
1134161482,800
1134161482,456
1134161482,52
1134161482,673
1134161482,734
1134161482,1030
1134161482,627
1134161482,353
1134161482,694
1134161482,714
1134161482,457
1134161482,968
1134161482,509
1134161482,408
1134161482,786
1134161482,543
1134161482,287
1134161482,964
1134161482,1039
1134161482,102
1134161482,624
1134161482,492
1134161482,795
1134161482,616
1134161482,23
1134161482,32
1134161482,466
1134161482,79
1134161482,443
1134161482,239
1134161482,855
1134161482,318
1134161482,432
1134161482,910
1134161482,787
1134161482,877
1134161482,617
1134161482,1082
1134161482,909
1134161482,929
1134161482,546
1134161482,208
1134161482,983
1134161482,653
1134161482,12
1134161482,788
1134161482,300
1134161482,411
1134161482,374
1134161482,623
1134161482,221
1134161482,850
1134161482,860
1134161482,674
1134161482,95
1134161482,35
1134161482,992
1134161482,935
1134161482,290
1134161482,165
1134161482,167
1134161482,601
1134161987,195
1134161987,910
1134161987,795
1134161987,741
1134161987,625
1134161987,601
1134161987,416
1134161987,616
1134161987,788
1134161987,35
1134161987,75
1134161987,694
1134161987,79
1134161987,855
1134161987,1082
1134161987,673
1134161987,538
1134161987,53
1134161987,406
1134161987,23
1134161987,1030
1134161987,221
1134161987,929
1134161987,653
1134161987,491
1134161987,457
1134161987,674
1134161987,376
1134161987,91
1134161987,831
1134161987,397
1134161987,770
1134161987,443
1134161987,983
1134161987,48
1134161987,995
1134161987,617
1134161987,167
1134166382,744
1134172356,1075
1134172356,811
1134172356,537
1134172356,75
1134179716,887
1134179716,535
1134179716,79
1134179716,492
1134179716,490
1134179716,1082
1134179716,379
1134179716,551
1134179716,1001
1134179716,1049
1134179716,879
1134179716,673
1134179716,138
1134179716,167
1134179716,988
1134179716,203
1134179716,529
1134179716,860
1134179716,1053
1134179716,491
1134179716,928
1134179716,1068
1134179716,75
1134179716,688
1134179716,616
1134179716,1041
1134179716,509
1134179716,95
1134179716,719
1134179716,32
1134179716,623
1134179716,929
1134179716,642
1134179716,687
1134179716,811
1134179716,48
1134179716,814
1134179716,579
1134179716,290
1134179716,206
1134179716,327
1134179716,319
1134179716,877
1134179716,637
1134179716,456
1134179716,18
1134179716,937
1134179716,118
1134179716,538
1134179716,53
1134179716,770
1134179716,400
1134179716,182
1134179716,935
1134179716,208
1134179716,300
1134179716,457
1134179716,557
1134179716,855
1134179716,961
1134179716,314
1134179716,714
1134179716,62
1134179716,1018
1134179716,439
1134179716,886
1134179716,640
1134179716,1028
1134179716,23
1134179716,1059
1134179716,376
1134179716,617
1134179716,694
1134179716,607
1134179716,699
1134179716,983
1134179716,674
1134179716,443
1134179716,228
1134179716,910
1134179716,627
1134179716,532
1134179716,641
1134179716,1036
1134179716,1058
1134179716,321
1134179716,1030
1134179716,137
1134179716,541
1134179716,558
1134179716,741
1134179716,614
1134179716,432
1134179716,800
1134179716,872
1134179716,957
1134179716,102
1134179716,594
1134179716,49
1134179716,239
1134179716,754
1134179716,666
1134179716,764
1134179716,786
1134179716,220
1134179716,795
1134179716,552
1134179716,774
1134179716,221
1134179716,850
1134179716,653
1134179716,91
1134179716,763
1134179716,466
1134179716,326
1134179716,995
1134179716,625
1134179716,171
1134179716,374
1134179716,601
1134179716,740
1134179716,397
1134179716,624
1134179716,440
1134179716,44
1134179716,318
1134179716,119
1134179716,50
1134179716,35
1134179716,938
1134181118,1082
1134181118,624
1134181118,617
1134181118,75
1134181118,640
1134181118,443
1134181118,492
1134181118,1030
1134181118,983
1134181118,397
1134181118,674
1134181118,195
1134181118,538
1134181118,935
1134181118,466
1134181118,811
1134181118,344
1134181118,32
1134181118,800
1134181118,1039
1134181118,416
1134181118,964
1134181118,850
1134181118,957
1134181118,616
1134181118,938
1134181118,853
1134181118,694
1134181118,910
1134181118,137
1134181118,1058
1134181118,27
1134181118,541
1134181118,929
1134181118,653
1134181118,321
1134181118,456
1134181118,35
1134181118,208
1134181118,79
1134181118,442
1134181118,860
1134181118,327
1134181118,665
1134181118,53
1134181118,491
1134181118,535
1134181118,625
1134181118,4
1134181118,614
1134181118,641
1134181118,903
1134181118,831
1134181118,770
1134181118,167
1134181118,855
1134181118,62
1134181118,374
1134181118,601
1134181118,48
1134181118,102
1134181118,673
1134181118,795
1134181118,91
1134181118,218
1134181118,457
1134181118,44
1134181118,887
1134181118,326
1134181118,739
1134181118,300
1134181118,221
1134181118,314
1134191604,48
1134191604,625
1134191604,41
1134191604,623
1134191604,327
1134191604,491
1134191604,167
1134191604,208
1134191604,624
1134191604,601
1134191604,770
1134191604,195
1134191604,148
1134191604,466
1134191604,899
1134191604,850
1134191604,326
1134191604,910
1134191604,831
1134191604,537
1134191604,456
1134191604,938
1134191604,1036
1134191604,32
1134191604,811
1134191604,1001
1134191604,23
1134191604,137
1134191604,929
1134191604,860
1134191604,627
1134191604,224
1134191604,344
1134191604,467
1134191604,376
1134191604,694
1134191604,673
1134191604,935
1134191604,79
1134191604,35
1134191604,666
1134191604,538
1134191604,983
1134191604,91
1134191604,457
1134191604,617
1134191604,674
1134191604,740
1134191604,53
1134191604,855
1134191604,775
1134191604,653
1134191604,75
1134191604,27
1134191604,616
1134191604,1082
1134191604,1030
1134191604,719
1134191604,937
1134191604,374
1134191604,239
1134191604,541
1134191604,300
1134191604,795
1134192370,744
1134221351,467
1134221351,674
1134221351,624
1134221351,653
1134221351,1036
1134221351,492
1134221351,666
1134221351,23
1134221351,601
1134221351,290
1134221351,457
1134221351,509
1134221351,182
1134221351,32
1134221351,215
1134221351,694
1134221351,48
1134221351,218
1134221351,617
1134221351,602
1134221351,625
1134221351,770
1134221351,491
1134221351,79
1134221351,167
1134221351,616
1134221351,935
1134221351,543
1134221351,148
1134221351,887
1134225063,53
1134225063,707
1134225063,51
1134225063,566
1134226434,688
1134226434,601
1134226434,616
1134226434,656
1134232887,440
1134232887,602
1134232887,443
