NPI,Drug
1003117698,148
1003117698,602
1003117698,398
1003117698,566
1003117698,538
1003117698,1083
1003117698,541
1003117698,322
1003117698,653
1003117698,1030
1003117698,53
1003117698,753
1003117698,877
1003117698,294
1003117698,1018
1003117698,208
1003117698,968
1003117698,699
1003117698,1028
1003117698,964
1003117698,1082
1003117698,18
1003117698,1068
1003117698,492
1003117698,590
1003117698,674
1003117698,660
1003117698,935
1003117698,95
1003117698,495
1003117698,218
1003117698,666
1003117698,344
1003117698,138
1003117698,992
1003117698,800
1003117698,400
1003117698,774
1003117698,443
1003117698,462
1003117698,921
1003117698,1036
1003117698,687
1003117698,35
1003117698,910
1003117698,44
1003117698,625
1003117698,637
1003117698,1010
1003117698,938
1003117698,811
1003117698,617
1003117698,182
1003117698,456
1003117698,601
1003117698,504
1003117698,91
1003117698,532
1003117698,48
1003117698,195
1003117698,206
1003117698,79
1003121351,457
1003121351,327
1003121351,218
1003121351,623
1003121351,225
1003121351,1036
1003121351,573
1003121351,482
1003121351,281
1003121351,44
1003121351,872
1003121351,374
1003121351,618
1003121351,821
1003121351,1068
1003121351,631
1003121351,35
1003121351,194
1003121351,68
1003121351,138
1003121351,137
1003121351,877
1003121351,484
1003121351,505
1003121351,1079
1003121351,220
1003121351,899
1003121351,105
1003121351,1082
1003121351,688
1003121351,783
1003121351,1028
1003121351,929
1003121351,319
1003121351,504
1003121351,800
1003121351,615
1003121351,760
1003121351,485
1003121351,432
1003121351,287
1003121351,208
1003121351,856
1003121351,310
1003121351,665
1003121351,861
1003127655,850
1003127655,983
1003127655,855
1003127655,674
1003127655,167
1003127655,770
1003127655,601
1003127655,314
1003127655,625
1003127655,79
1003127655,590
1003127655,557
1003127655,467
1003127655,42
1003127655,416
1003127655,903
1003127655,48
1003127655,795
1003127655,616
1003127655,356
1003127655,400
1003127655,673
1003127655,457
1003127655,456
1003127655,27
1003127655,653
1003127655,641
1003136011,239
1003136011,642
1003136011,734
1003136011,961
1003136011,171
1003136011,861
1003136011,408
1003136011,903
1003136011,1041
1003136011,509
1003136011,440
1003136011,491
1003136011,887
1003136011,594
1003136011,1074
1003136011,294
1003136011,44
1003136011,995
1003136011,406
1003136011,909
1003136011,95
1003136011,787
1003136011,607
1003136011,443
1003136011,1059
1003136011,558
1003136011,838
1003136011,48
1003136011,688
1003136011,442
1003136011,49
1003136011,1028
1003136011,573
1003136011,623
1003136011,795
1003136011,102
1003136011,964
1003136011,397
1003136011,770
1003136011,673
1003136011,79
1003136011,666
1003136011,860
1003136011,290
1003136011,321
1003136011,416
1003136011,853
1003136011,929
1003136011,1036
1003136011,614
1003136011,27
1003136011,541
1003136011,23
1003136011,195
1003136011,32
1003136011,740
1003136011,641
1003136011,886
1003136011,137
1003136011,1017
1003136011,132
1003136011,250
1003136011,318
1003136011,957
1003136011,872
1003136011,300
1003136011,754
1003136011,653
1003136011,935
1003136011,811
1003136011,18
1003136011,694
1003136011,674
1003136011,220
1003136011,75
1003136011,937
1003136011,538
1003136011,466
1003136011,788
1003136011,467
1003136011,753
1003136011,596
1003136011,492
1003136011,625
1003136011,62
1003136011,786
1003136011,1082
1003136011,1030
1003136011,1053
1003136011,608
1003136011,180
1003136011,938
1003136011,374
1003136011,182
1003136011,1049
1003136011,800
1003136011,53
1003136011,624
1003136011,617
1003136011,327
1003136011,400
1003136011,1018
1003136011,910
1003136011,167
1003136011,314
1003136011,326
1003136011,426
1003136011,287
1003136011,856
1003136011,439
1003136011,855
1003136011,1068
1003136011,1058
1003136011,91
1003136011,344
1003136011,218
1003136011,279
1003136011,206
1003136011,537
1003136011,456
1003136011,221
1003136011,532
1003136011,208
1003136011,379
1003136011,640
1003136011,551
1003136011,35
1003136011,968
1003136011,627
1003136011,457
1003136011,601
1003136011,775
1003136011,983
1003136011,850
1003136011,1075
1003136011,535
1003136011,831
1003136011,432
1003136011,687
1003136011,420
1003136011,616
1003136011,719
1003136011,281
1003159526,95
1003207598,91
1003207598,491
1003207598,625
1003207598,653
1003207598,860
1003207598,48
1003207598,616
1003215260,625
1003215260,466
1003215260,1075
1003215260,601
1003215260,182
1003215260,457
1003215260,653
1003215260,795
1003215260,673
1003215260,616
1003215260,79
1003215260,983
1003215260,491
1003215260,35
1003215260,770
1003215260,48
1003215260,935
1003215542,740
1003215542,53
1003215542,935
1003215542,616
1003215542,432
1003215542,48
1003215542,456
1003215542,601
1003215542,443
1003215542,182
1003215542,653
1003215542,91
1003215542,206
1003215542,625
1003215542,860
1003215542,79
1003215542,1036
1003282450,770
1003282450,91
1003282450,420
1003282450,566
1003282450,220
1003282450,221
1003282450,850
1003282450,910
1003282450,68
1003282450,1068
1003282450,590
1003282450,558
1003282450,1058
1003282450,935
1003282450,887
1003282450,1018
1003282450,640
1003282450,1039
1003282450,208
1003282450,79
1003282450,826
1003282450,928
1003282450,491
1003282450,674
1003282450,376
1003282450,769
1003282450,872
1003282450,601
1003282450,795
1003282450,48
1003282450,35
1003282450,504
1003282450,195
1003282450,374
1003282450,607
1003282450,456
1003282450,32
1003282450,95
1003282450,616
1003282450,671
1003282450,608
1003282450,877
1003282450,964
1003282450,408
1003282450,53
1003282450,443
1003282450,653
1003282450,886
1003282450,287
1003282450,961
1003282450,160
1003282450,492
1003282450,27
1003282450,694
1003282450,637
1003282450,12
1003282450,869
1003282450,1036
1003282450,666
1003282450,855
1003282450,407
1003282450,167
1003282450,617
1003282450,490
1003282450,537
1003282450,138
1003282450,171
1003282450,775
1003282450,625
1003282450,218
1003282450,623
1003282450,314
1003282450,206
1003282450,596
1003282450,929
1003282450,319
1003282450,379
1003282450,109
1003282450,132
1003282450,861
1003282450,983
1003282450,457
1003282450,23
1003282450,467
1003282450,321
1003282450,290
1003282450,327
1003282450,673
1003282450,1030
1003282450,75
1003282450,860
1003282450,239
1003282450,909
1003282450,49
1003282450,509
1003282450,550
1003289612,744
1003296484,929
1003296484,48
1003296484,457
1003296484,440
1003296484,903
1003296484,1030
1003296484,887
1003296484,788
1003296484,160
1003296484,673
1003296484,961
1003296484,532
1003296484,983
1003296484,899
1003296484,754
1003296484,877
1003296484,374
1003296484,787
1003296484,616
1003296484,740
1003296484,674
1003296484,601
1003296484,623
1003296484,79
1003296484,376
1003296484,850
1003296484,770
1003296484,795
1003296484,218
1003296484,456
1003296484,492
1003296484,608
1003296484,909
1003296484,786
1003296484,411
1003296484,1036
1003296484,138
1003297243,456
1003297243,1017
1003297243,687
1003297243,621
1003297243,637
1003297243,44
1003297243,327
1003297243,929
1003297243,492
1003297243,860
1003297243,509
1003297243,770
1003297243,1075
1003297243,624
1003297243,48
1003297243,674
1003297243,374
1003297243,1036
1003297243,457
1003297243,79
1003297243,406
1003297243,443
1003297243,287
1003297243,935
1003297243,673
1003297243,538
1003297243,616
1003297243,491
1003297243,376
1003297243,887
1003297243,617
1003297243,27
1003297243,466
1003297243,855
1003297243,795
1003297243,322
1003297243,218
1003297243,653
1003297243,694
1003297243,877
1003297243,400
1003297243,640
1003297243,132
1003297243,68
1003297243,786
1003297243,326
1003297243,909
1003297243,239
1003297243,182
1003297243,1065
1003297243,133
1003297243,850
1003297243,957
1003297243,53
1003297243,907
1003297243,623
1003297243,688
1003297243,1082
1003297243,601
1003297243,167
1003297243,625
1003297243,1068
1003297243,91
1003297243,788
1003297243,23
1003297243,787
1003297243,32
1003297243,1030
1003297243,137
1003297243,35
1003297243,221
1003297243,432
1003297243,910
1003297243,695
1003297243,983
1003800632,406
1003800632,48
1003800632,397
1003800632,244
1003800632,362
1003800632,673
1003800632,79
1003800632,915
1003800632,935
1003800632,119
1003800632,764
1003800632,878
1003800632,903
1003800632,49
1003800632,75
1003800632,855
1003800632,203
1003800632,625
1003800632,879
1003800632,624
1003800632,118
1003800632,298
1003800632,850
1003800632,872
1003800632,674
1003800632,491
1003800632,1029
1003800632,456
1003800632,719
1003800632,617
1003800632,1058
1003800632,344
1003800632,957
1003800632,956
1003800632,300
1003800632,512
1003800632,324
1003800632,346
1003800632,601
1003800632,888
1003800632,763
1003800632,42
1003800632,220
1003800632,1075
1003800632,133
1003800632,167
1003800632,62
1003800632,408
1003800632,102
1003800632,76
1003800632,741
1003800632,552
1003800632,653
1003800632,838
1003800632,910
1003800632,734
1003800632,886
1003800632,221
1003800632,195
1003800632,558
1003800632,29
1003800632,393
1003800632,50
1003800632,568
1003800632,616
1003800632,155
1003809195,744
1003812322,795
1003812322,800
1003812322,853
1003812322,754
1003812322,32
1003812322,1058
1003812322,616
1003812322,440
1003812322,601
1003812322,457
1003812322,671
1003812322,740
1003812322,1075
1003812322,964
1003812322,1039
1003812322,491
1003812322,921
1003812322,910
1003812322,625
1003812322,314
1003812322,400
1003812322,673
1003812322,393
1003812322,637
1003812322,208
1003812322,534
1003812322,855
1003812322,462
1003812322,883
1003812322,688
1003812322,786
1003812322,229
1003812322,951
1003812322,35
1003812322,44
1003812322,872
1003812322,1082
1003812322,467
1003812322,407
1003812322,167
1003812322,416
1003812322,221
1003812322,694
1003812322,137
1003812322,968
1003812322,75
1003812322,1030
1003812322,218
1003812322,566
1003812322,627
1003812322,456
1003812322,1050
1003812322,938
1003812322,770
1003812322,957
1003812322,988
1003812322,538
1003812322,79
1003812322,160
1003812322,553
1003812322,102
1003812322,180
1003812322,674
1003812322,983
1003812322,640
1003812322,641
1003812322,182
1003812322,666
1003812322,132
1003812322,206
1003812322,133
1003812322,623
1003812322,1036
1003812322,551
1003812322,764
1003812322,49
1003812322,860
1003812322,442
1003812322,1017
1003812322,53
1003812322,138
1003812322,617
1003812322,48
1003812322,903
1003812322,52
1003812322,928
1003812322,653
1003812322,23
1003812322,321
1003812322,298
1003812322,62
1003812322,929
1003812322,624
1003812322,290
1003812322,787
1003812322,552
1003812322,353
1003812322,887
1003812322,850
1003812322,91
1003812322,492
1003812322,327
1003812322,886
1003812322,443
1003812322,1026
1003812322,992
1003812322,935
1003812322,432
1003812322,397
1003812322,466
1003812322,220
1003812322,374
1003812322,27
1003812322,406
1003817156,87
1003817156,440
1003817156,860
1003817156,23
1003817156,132
1003817156,551
1003817156,1049
1003817156,1017
1003817156,666
1003817156,853
1003817156,439
1003817156,91
1003817156,218
1003817156,690
1003817156,911
1003817156,383
1003817156,694
1003817156,70
1003817156,442
1003817156,179
1003836958,744
1003841263,314
1003841263,596
1003841263,167
1003841263,150
1003841263,137
1003841263,411
1003841263,877
1003841263,79
1003841263,601
1003841263,48
1003841263,674
1003841263,860
1003841263,503
1003841263,625
1003841263,616
1003841263,490
1003841263,208
1003841263,62
1003841263,456
1003841263,400
1003841263,550
1003841263,770
1003841263,570
1003841263,795
1003841263,850
1003841263,673
1003841263,491
1003841263,861
1003841263,982
1003841263,133
1003841263,221
1003849845,860
1003849845,795
1003850603,616
1003850603,167
1003850603,850
1003850603,853
1003850603,770
1003850603,287
1003850603,35
1003850603,788
1003850603,48
1003850603,491
1003850603,601
1003850603,935
1003850603,492
1003850603,509
1003850603,457
1003850603,795
1003850603,281
1003850603,79
1003850603,860
1003850603,673
1003850603,694
1003850603,218
1003850710,397
1003850710,311
1003850710,850
1003850710,673
1003850710,195
1003850710,353
1003850710,133
1003850710,221
1003850710,625
1003850710,903
1003850710,624
1003850710,512
1003850710,29
1003850710,855
1003850710,244
1003850710,552
1003850710,419
1003850710,408
1003850710,671
1003850710,741
1003850710,220
1003850710,491
1003850710,888
1003850710,75
1003850710,1075
1003850710,674
1003850710,957
1003850710,79
1003850710,456
1003850710,955
1003850710,324
1003850710,558
1003850710,167
1003850710,910
1003850710,886
1003850710,62
1003850710,795
1003850710,48
1003850710,490
1003850710,872
1003850710,42
1003850710,393
1003850710,119
1003850710,1029
1003850710,1012
1003850710,616
1003850710,935
1003850710,362
1003850710,300
1003850710,617
1003850710,915
1003850710,1041
1003863366,492
1003863366,182
1003869561,744
1003870239,744
1003870635,616
1003870635,537
1003870635,421
1003870635,612
1003870635,541
1003870635,344
1003870635,150
1003870635,855
1003870635,41
1003870635,535
1003870635,601
1003870635,532
1003870635,657
1003870635,495
1003870635,625
1003870635,1001
1003870635,811
1003870635,538
1003870635,79
1003870635,467
1003870635,268
1003870635,653
1003880667,48
1003880907,983
1003880907,786
1003886979,744
1003887423,744
1003894619,673
1003894619,466
1003894619,208
1003894619,625
1003894619,509
1003894619,601
1003894619,640
1003894619,695
1003894619,929
1003894619,811
1003894619,674
1003894619,1082
1003894619,624
1003894619,327
1003894619,855
1003894619,239
1003894619,694
1003894619,218
1003894619,300
1003894619,910
1003894619,675
1003894619,935
1003894619,142
1003894619,734
1003894619,623
1003894619,27
1003894619,764
1003894619,167
1003894619,1041
1003894619,492
1003894619,12
1003894619,287
1003894619,314
1003894619,860
1003894619,787
1003894619,1036
1003894619,456
1003894619,617
1003894619,79
1003894619,627
1003894619,281
1003894619,788
1003894619,983
1003894619,491
1003894619,397
1003894619,48
1003894619,653
1003894619,1053
1003894619,552
1003894619,616
1003894619,795
1003894619,786
1003894619,770
1003894619,535
1003894619,35
1003894619,132
1003894619,457
1003894619,290
1003894619,1030
1003894619,310
1003902800,744
1003904830,744
1003910571,744
1003912809,1059
1003912809,208
1003912809,220
1003912809,671
1003912809,287
1003912809,416
1003912809,25
1003912809,613
1003912809,468
1003912809,327
1003912809,890
1003912809,800
1003912809,537
1003912809,229
1003912809,553
1003912809,48
1003912809,224
1003912809,298
1003912809,764
1003912809,741
1003912809,91
1003912809,624
1003912809,935
1003912809,552
1003912809,640
1003912809,1069
1003912809,362
1003912809,617
1003912809,408
1003912809,831
1003912809,811
1003912809,938
1003912809,995
1003912809,653
1003912809,397
1003912809,937
1003912809,734
1003912809,674
1003912809,542
1003912809,1082
1003912809,915
1003912809,443
1003912809,568
1003912809,670
1003912809,353
1003912809,44
1003912809,850
1003912809,467
1003912809,616
1003912809,300
1003912809,719
1003912809,206
1003912809,795
1003912809,623
1003912809,538
1003912809,32
1003912809,714
1003912809,329
1003912809,1058
1003912809,244
1003912809,119
1003912809,627
1003912809,770
1003912809,180
1003912809,290
1003912809,673
1003912809,457
1003912809,886
1003912809,657
1003912809,983
1003912809,49
1003912809,887
1003912809,35
1003912809,607
1003912809,625
1003912809,608
1003912809,228
1003912809,601
1003912809,688
1003912809,102
1003912809,376
1003912809,786
1003912809,1030
1003912809,957
1003912809,590
1003912809,1075
1003912809,318
1003912809,903
1003912809,637
1003912809,490
1003912809,314
1003912809,139
1003912809,910
1003912809,872
1003912809,694
1003912809,760
1003912809,195
1003912809,899
1003912809,509
1003912809,442
1003912809,444
1003912809,79
1003912809,221
1003912809,321
1003912809,75
1003912809,132
1003912809,558
1003912809,374
1003912809,879
1003912809,456
1003912809,62
1003912809,23
1003912809,279
1003912809,400
1003912809,855
1003912809,929
1003912809,1041
1003912809,491
1003912809,705
1003912809,167
1003912809,466
1003916321,492
1003923459,491
1003923459,616
1003923459,76
1003923459,109
1003923459,983
1003923459,467
1003923459,673
1003923459,91
1003923459,495
1003923459,653
1003923459,182
1003923459,625
1003923459,12
1003923459,1039
1003923459,621
1003923459,23
1003923459,770
1003923459,48
1003923459,206
1003923459,935
1003923459,1082
1003923459,27
1003923459,416
1003923459,25
1003923459,509
1003923459,79
1003923459,443
1003944943,795
1003944943,804
1003944943,770
1003944943,893
1003944943,882
1003944943,305
1003944943,939
1003944943,650
1003944943,887
1003944943,940
1003944943,400
1003944943,607
1003944943,294
1003999376,744
1013002328,929
1013002328,818
1013002328,509
1013002328,134
1013002328,12
1013002328,492
1013002328,824
1013002328,860
1013002328,1026
1013002328,872
1013002328,139
1013002328,602
1013002328,301
1013002328,790
1013002328,607
1013002328,374
1013002328,1036
1013002328,825
1013002328,654
1013002328,679
1013002328,863
1013002328,137
1013002328,753
1013002328,457
1013002328,616
1013002328,158
1013002328,688
1013002328,36
1013002328,218
1013002328,569
1013002328,788
1013002328,641
1013002328,1030
1013002328,968
1013002328,889
1013002328,984
1013002328,629
1013002328,135
1013002328,695
1013002328,853
1013002328,1082
1013002328,128
1013002328,161
1013002328,909
1013002328,573
1013002328,239
1013002328,208
1013002328,283
1013002328,459
1013002328,221
1013002328,992
1013002328,310
1013002328,44
1013002328,1018
1013002328,1045
1013002328,274
1013002328,325
1013002328,1083
1013002328,138
1013002328,220
1013002328,826
1013002328,95
1013002328,690
1013002328,899
1013002328,770
1013002328,501
1013002328,1028
1013002328,665
1013002328,35
1013002328,287
1013002328,876
1013002328,877
1013002328,411
1013002328,290
1013002328,527
1013002328,327
1013002328,464
1013002328,904
1013002328,642
1013002328,911
1013002328,861
1013002328,524
1013002328,623
1013002328,85
1013002328,590
1013002328,640
1013002328,696
1013002328,791
1013002328,828
1013002328,314
1013002328,547
1013002328,79
1013002328,787
1013002328,375
1013002328,160
1013002328,383
1013002328,460
1013002328,275
1013003060,322
1013003060,91
1013003060,182
1013003060,860
1013003060,740
1013003060,1039
1013003060,179
1013003060,964
1013009729,744
1013016732,637
1013016732,484
1013016732,938
1013016732,695
1013016732,820
1013016732,416
1013016732,831
1013016732,485
1013016732,741
1013016732,1036
1013016732,32
1013016732,495
1013016732,1082
1013016732,607
1013016732,877
1013016732,992
1013016732,459
1013016732,787
1013016732,114
1013016732,937
1013016732,62
1013016732,546
1013016732,318
1013016732,956
1013016732,740
1013016732,988
1013016732,850
1013016732,195
1013016732,641
1013016732,224
1013016732,673
1013016732,88
1013016732,420
1013016732,788
1013016732,719
1013016732,467
1013016732,76
1013016732,509
1013016732,770
1013016732,44
1013016732,23
1013016732,321
1013016732,1039
1013016732,826
1013016732,68
1013016732,208
1013016732,869
1013016732,570
1013016732,132
1013016732,443
1013016732,305
1013016732,855
1013016732,551
1013016732,754
1013016732,642
1013016732,463
1013016732,964
1013016732,197
1013016732,566
1013016732,624
1013016732,278
1013016732,1028
1013016732,861
1013016732,903
1013016732,108
1013016732,228
1013016732,376
1013016732,929
1013016732,824
1013016732,206
1013016732,220
1013016732,699
1013016732,75
1013016732,327
1013016732,411
1013016732,640
1013016732,53
1013016732,25
1013016732,212
1013016732,639
1013016732,786
1013016732,457
1013016732,674
1013016732,290
1013016732,550
1013016732,326
1013016732,79
1013016732,714
1013016732,400
1013016732,608
1013016732,504
1013016732,316
1013016732,886
1013016732,281
1013016732,731
1013016732,660
1013016732,379
1013016732,491
1013016732,825
1013016732,542
1013016732,532
1013016732,694
1013016732,118
1013016732,579
1013016732,594
1013016732,1064
1013016732,734
1013016732,872
1013016732,616
1013016732,137
1013016732,961
1013016732,105
1013016732,957
1013016732,605
1013016732,601
1013016732,432
1013016732,888
1013016732,817
1013016732,1008
1013016732,1079
1013016732,774
1013016732,910
1013016732,157
1013016732,670
1013016732,653
1013016732,160
1013016732,48
1013016732,596
1013016732,1053
1013016732,287
1013016732,935
1013016732,95
1013016732,760
1013016732,887
1013016732,968
1013016732,1068
1013016732,314
1013016732,623
1013016732,538
1013016732,133
1013016732,617
1013016732,543
1013016732,1075
1013016732,221
1013016732,241
1013016732,775
1013016732,374
1013016732,408
1013016732,541
1013016732,1030
1013016732,625
1013016732,1012
1013016732,1018
1013016732,218
1013016732,1041
1013016732,250
1013016732,442
1013016732,167
1013016732,440
1013016732,244
1013016732,502
1013016732,300
1013016732,52
1013016732,909
1013016732,689
1013016732,397
1013016732,590
1013016732,604
1013016732,995
1013016732,899
1013016732,1069
1013016732,243
1013016732,688
1013016732,18
1013016732,618
1013016732,466
1013016732,492
1013016732,406
1013016732,627
1013016732,456
1013016732,27
1013016732,91
1013016732,294
1013016732,138
1013016732,35
1013016732,382
1013016732,795
1013016732,182
1013016732,60
1013016732,178
1013016732,219
1013016732,983
1013016732,558
1013016732,658
1013016732,853
1013016732,180
1013016732,490
1013016732,800
1013016732,310
1013016732,783
1013016732,860
1013016732,239
1013019769,182
1013019769,860
1013019769,91
1013019769,287
1013019769,714
1013019769,788
1013019769,400
1013019769,321
1013019769,1030
1013019769,774
1013025865,23
1013025865,637
1013025865,491
1013025865,673
1013025865,541
1013025865,79
1013025865,811
1013025865,51
1013025865,353
1013025865,290
1013025865,887
1013025865,855
1013025865,420
1013025865,935
1013025865,734
1013025865,32
1013025865,504
1013025865,640
1013025865,48
1013025865,938
1013025865,443
1013025865,850
1013025865,616
1013025865,467
1013025865,102
1013025865,566
1013025865,601
1013025865,490
1013025865,957
1013025865,167
1013025865,653
1013025865,625
1013025865,466
1013025865,195
1013025865,538
1013025865,714
1013025865,899
1013025865,27
1013025865,509
1013025865,602
1013025865,457
1013025865,551
1013025865,1017
1013025865,1039
1013025865,983
1013025865,456
1013025865,694
1013025865,770
1013056019,744
1013067057,205
1013067057,673
1013067057,702
1013067057,133
1013067057,977
1013067057,79
1013067057,770
1013067057,456
1013067057,48
1013067057,457
1013067057,701
1013067057,616
1013067057,674
1013067057,167
1013067057,568
1013067057,32
1013067057,860
1013067057,400
1013079490,210
1013079490,62
1013079490,861
1013079490,518
1013079490,714
1013079490,538
1013079490,1036
1013079490,79
1013079490,601
1013079490,167
1013079490,1030
1013079490,221
1013079490,650
1013079490,688
1013079490,929
1013079490,457
1013079490,314
1013079490,52
1013079490,795
1013079490,938
1013079490,983
1013079490,490
1013079490,310
1013079490,374
1013079490,75
1013079490,467
1013079490,850
1013079490,590
1013079490,558
1013079490,770
1013079490,653
1013079490,731
1013079490,935
1013079490,887
1013079490,416
1013079490,694
1013079490,625
1013079490,491
1013079490,220
1013079490,627
1013079490,391
1013079490,674
1013079490,294
1013079490,232
1013079490,570
1013079490,673
1013079490,239
1013079490,616
1013079490,607
1013079490,35
1013079490,456
1013079490,48
1013079490,466
1013093178,744
1013094853,741
1013094853,167
1013094853,300
1013094853,27
1013094853,616
1013094853,362
1013094853,957
1013094853,915
1013094853,48
1013094853,903
1013094853,353
1013094853,860
1013094853,456
1013094853,558
1013094853,1029
1013094853,673
1013094853,701
1013094853,625
1013094853,855
1013094853,79
1013094853,977
1013094853,62
1013094853,1075
1013094853,490
1013094853,32
1013094853,910
1013094853,674
1013094853,133
1013094853,770
1013094853,978
1013094853,850
1013094853,983
1013098516,887
1013098516,694
1013098516,550
1013098516,91
1013098516,23
1013098516,440
1013098516,1017
1013098516,167
1013098516,456
1013098516,850
1013098516,439
1013098516,935
1013098516,770
1013098516,442
1013098516,1049
1013098516,860
1013098516,551
1013098516,1050
1013151331,290
1013151331,44
1013151331,457
1013151331,596
1013151331,1030
1013151331,201
1013151331,996
1013151331,964
1013151331,182
1013151331,666
1013151331,566
1013154566,504
1013154566,929
1013154566,1074
1013154566,877
1013154566,44
1013154566,218
1013154566,310
1013154566,432
1013154566,485
1013154566,899
1013154566,208
1013154566,800
1013154566,484
1013154566,688
1013154566,327
1013154566,138
1013154566,137
1013154566,760
1013154566,35
1013154566,623
1013154566,1036
1013154566,1068
1013163963,215
1013163963,379
1013203173,616
1013203173,326
1013203173,152
1013203173,396
1013203173,614
1013203173,831
1013203173,601
1013203173,538
1013203173,79
1013203173,928
1013203173,811
1013203173,541
1013203173,532
1013203173,466
1013203173,344
1013203173,250
1013203173,653
1013208313,795
1013208313,167
1013208313,79
1013208313,48
1013208313,860
1013214717,491
1013214717,795
1013214717,903
1013214717,992
1013214717,23
1013214717,674
1013214717,770
1013214717,625
1013214717,938
1013214717,653
1013214717,983
1013214717,935
1013214717,456
1013214717,182
1013214717,79
1013214717,445
1013214717,457
1013214717,75
1013214717,1030
1013214717,1018
1013214717,601
1013214717,929
1013214717,27
1013214717,616
1013214717,48
1013214717,416
1013228196,770
1013228196,440
1013228196,439
1013228196,443
1013228196,1016
1013228196,694
1013228196,860
1013228196,1049
1013228196,23
1013228196,132
1013228196,1017
1013228196,442
1013228196,1050
1013228196,909
1013241884,109
1013241884,420
1013241884,18
1013241884,321
1013241884,1039
1013241884,215
1013241884,660
1013241884,957
1013241884,431
1013241884,520
1013256387,400
1013256387,1075
1013256387,397
1013256387,617
1013256387,537
1013256387,601
1013256387,457
1013256387,1041
1013256387,353
1013256387,983
1013256387,850
1013256387,239
1013256387,138
1013256387,653
1013256387,167
1013256387,23
1013256387,558
1013256387,741
1013256387,625
1013256387,616
1013256387,770
1013256387,674
1013256387,443
1013256387,456
1013256387,48
1013256387,467
1013256387,935
1013256387,491
1013256387,694
1013256387,509
1013256387,855
1013256387,79
1013257260,744
1013257468,457
1013275940,23
1013275940,770
1013275940,466
1013275940,102
1013275940,673
1013275940,877
1013275940,131
1013275940,290
1013275940,1075
1013275940,314
1013275940,614
1013275940,1018
1013275940,124
1013275940,133
