NPI,HCPCS
1053652883,99214
1053652883,90670
1053652883,36415
1053652883,G0439
1053652883,99309
1053652883,20610
1053652883,93005
1053652883,90662
1063413938,99213
1063413938,52310
1063413938,52332
1063413938,52601
1063413938,99212
1063413938,99214
1063413938,52356
1063413938,52000
1063413938,51736
1063413938,55700
1063413938,51702
1063413938,99232
1063413938,99222
1063413938,76872
1063413938,81002
1063413938,99203
1063413938,96402
1063413938,99204
1063413938,51798
1063413938,99221
1063413938,J9217
1053578534,96160
1053578534,94060
1053578534,99214
1053578534,99213
1053578534,95004
1053578534,99203
1053578534,95012
1053578534,94010
1053578534,95024
1053311019,81003
1053311019,G0009
1053311019,90732
1053311019,90670
1053311019,36415
1053311019,94060
1053311019,99496
1053311019,90662
1053311019,99215
1053311019,G0008
1053311019,99214
1053311019,G0439
1053311019,99213
1053311019,G0180
1053311019,90686
1053311019,93005
1053387266,J9267
1053387266,96360
1053387266,84153
1053387266,J9035
1053387266,83550
1053387266,99204
1053387266,J9201
1053387266,96365
1053387266,82607
1053387266,J2469
1053387266,96375
1053387266,96417
1053387266,84436
1053387266,85025
1053387266,36415
1053387266,J9271
1053387266,J9045
1053387266,36591
1053387266,J9312
1053387266,96523
1053387266,82728
1053387266,99213
1053387266,86300
1053387266,82378
1053387266,J3420
1053387266,99205
1053387266,J2997
1053387266,J3490
1053387266,96367
1053387266,96415
1053387266,99203
1053387266,83540
1053387266,96374
1053387266,84443
1053387266,J0881
1053387266,85652
1053387266,96411
1053387266,J7040
1053387266,J3489
1053387266,J0897
1053387266,96401
1053387266,96372
1053387266,83735
1053387266,G9678
1053387266,J0185
1053387266,99215
1053387266,99231
1053387266,96361
1053387266,96413
1053387266,J1100
1053387266,J2505
1053387266,99214
1053387266,83883
1053387266,84480
1053387266,J1200
1053387266,86304
1053387266,36593
1053387266,96409
1053387266,83615
1053387266,99212
1053387266,J1626
1053387266,J7030
1053387266,99221
1053387266,80053
1053387266,Q0138
1053387266,96402
1053367912,36415
1053367912,90662
1053367912,95251
1053367912,85025
1053367912,84439
1053367912,99204
1053367912,99203
1053367912,82043
1053367912,G0008
1053367912,83036
1053367912,J0897
1053367912,81001
1053367912,82570
1053367912,86376
1053367912,80061
1053367912,84100
1053367912,82306
1053367912,96372
1053367912,99213
1053367912,99214
1053367912,80053
1053367912,86800
1053367912,84443
1053367912,99215
1053443028,90662
1053443028,99203
1053443028,G0008
1053443028,99214
1063428076,96367
1063428076,99215
1063428076,96366
1063428076,96413
1063428076,J3420
1063428076,85025
1063428076,J1200
1063428076,99233
1063428076,99204
1063428076,96372
1063428076,J1100
1063428076,36415
1063428076,96365
1063428076,99214
1053618710,15271
1053618710,99213
1053618710,11045
1053618710,99212
1053618710,99203
1053618710,97597
1053618710,15275
1053618710,97598
1053618710,11042
1053310227,64616
1053310227,99205
1053310227,99213
1053310227,99215
1053310227,G0179
1053310227,95983
1053310227,99214
1053310227,J0585
1053310227,95984
1053310227,G0180
1053310227,64612
1063435071,38222
1063435071,99204
1063435071,99232
1063435071,99213
1063435071,99231
1063435071,99215
1063435071,99214
1043506348,G0009
1043506348,77067
1043506348,90732
1043506348,G0008
1043506348,36415
1043506348,99213
1043506348,99214
1043506348,G0439
1043506348,90682
1053474718,69209
1053474718,20610
1053474718,90674
1053474718,J3420
1053474718,J7620
1053474718,90670
1053474718,G0008
1053474718,99214
1053474718,94640
1053474718,99213
1053474718,93793
1053474718,90732
1053474718,J1040
1053474718,99495
1053474718,G0009
1053474718,81003
1053474718,90653
1053474718,G0179
1053474718,96372
1053599951,43239
1053599951,45378
1053599951,99203
1053599951,J1439
1053599951,99231
1053599951,G0105
1053599951,43248
1053599951,43235
1053599951,45385
1053599951,99213
1053599951,88305
1053599951,99214
1053599951,99202
1053599951,45380
1053599951,96365
1053599951,99222
1053599951,43249
1053599951,99232
1053599951,96413
1053599951,99204
1053535120,G0008
1053535120,99215
1053535120,90686
1053535120,99213
1053535120,36415
1053535120,99214
1053395533,J2785
1053395533,99233
1053395533,93880
1053395533,93016
1053395533,93296
1053395533,99223
1053395533,99232
1053395533,93299
1053395533,93000
1053395533,99214
1053395533,93015
1053395533,93297
1053395533,93224
1053395533,99215
1053395533,A9500
1053395533,78452
1053395533,93294
1053395533,99204
1053395533,93306
1053395533,93018
1063436079,92083
1063436079,66984
1063436079,92004
1063436079,76514
1063436079,99213
1063436079,66821
1063436079,92133
1063436079,92134
1063436079,92014
1063436079,92250
1063413110,99212
1063413110,99214
1063413110,99205
1063413110,99213
1063413110,31575
1063413110,92557
1063413110,31231
1063413110,99204
1063413110,92550
1063413110,99203
1053794768,87880
1053794768,90662
1053794768,99213
1053794768,99214
1053794768,G0402
1053794768,81002
1053794768,71046
1053794768,G0009
1053794768,G0008
1053794768,87804
1053794768,90670
1053794768,90732
1053794768,G0439
1053794768,36415
1053794768,93000
1063418606,94010
1063418606,99214
1063418606,11104
1063418606,95024
1063418606,94060
1063418606,J1030
1063418606,95165
1063418606,99211
1063418606,99213
1063418606,95117
1063418606,99212
1063418606,94640
1063418606,95004
1063418606,95044
1063418606,99204
1063418606,95115
1093713331,73564
1093713331,27134
1093713331,99212
1093713331,73502
1093713331,20985
1093713331,99213
1093713331,73562
1093713331,99214
1093713331,27130
1093713331,20610
1093713331,73501
1093713331,99203
1093713331,G0180
1093713331,99202
1093713331,27132
1093713331,27487
1093713331,93010
1093713331,27447
1093713331,27486
1093713331,73521
1093713331,72170
1093713331,99204
1093713331,29881
1093735466,20610
1093735466,99152
1093735466,90756
1093735466,93299
1093735466,0295T
1093735466,93288
1093735466,93291
1093735466,93567
1093735466,93000
1093735466,93296
1093735466,99215
1093735466,93295
1093735466,93297
1093735466,93284
1093735466,85610
1093735466,93306
1093735466,93460
1093735466,93283
1093735466,93880
1093735466,93922
1093735466,99214
1093735466,99213
1093735466,J1020
1093735466,93925
1093735466,93298
1093735466,G0008
1093735466,93289
1093735466,93308
1093735466,99204
1073838132,99214
1073838132,99204
1073838132,99205
1073838132,99232
1073838132,99215
1073838132,82962
1073838132,99222
1073838132,83036
1093197410,99213
1093197410,96372
1093197410,J7644
1093197410,J7613
1093197410,22551
1093197410,J1100
1093197410,63047
1093197410,81003
1093197410,22853
1093197410,94640
1093197410,27279
1093197410,22845
1093706962,78452
1093706962,99232
1093706962,99231
1093706962,99214
1093706962,99204
1093706962,93295
1093706962,99213
1093706962,99291
1093706962,93000
1093706962,99221
1093706962,99223
1093706962,93458
1093706962,93306
1083816813,82570
1083816813,85025
1083816813,80048
1083816813,96372
1083816813,81001
1083816813,36415
1083816813,99214
1083816813,81000
1083816813,99213
1083816813,99497
1083816813,84443
1083816813,80061
1083816813,83036
1083816813,99202
1083816813,94640
1083816813,82306
1083816813,G0446
1083816813,84439
1083816813,80053
1083816813,90662
1083816813,82043
1083816813,J3301
1083816813,G0438
1083816813,G0103
1083816813,G0444
1083816813,87430
1083816813,G0008
1083816813,G0439
1083816813,84153
1083816813,87804
1083816813,82607
1083816813,90670
1083816813,G0009
1083816813,90732
1083816813,J1100
1083816813,77080
1083683528,36415
1083683528,76706
1083683528,G0008
1083683528,J1100
1083683528,99222
1083683528,96372
1083683528,99495
1083683528,99214
1083683528,G0328
1083683528,94010
1083683528,99239
1083683528,99233
1083683528,99496
1083683528,J3301
1083683528,J3420
1083683528,G0180
1083683528,93224
1083683528,99213
1083683528,99204
1083683528,99291
1083683528,99238
1083683528,93000
1083683528,99223
1083683528,93922
1083683528,99211
1083683528,99212
1083683528,20552
1083683528,90756
1083683528,20610
1083683528,99215
1083683528,99232
1083026207,99233
1083026207,99223
1083026207,99217
1083026207,99232
1083026207,99220
1083026207,99225
1083026207,99238
1083026207,99239
1093034407,99231
1093034407,99204
1093034407,99232
1093034407,99239
1093034407,99222
1093034407,99223
1093034407,99215
1093034407,99233
1093034407,99203
1093034407,99214
1093034407,99205
1093034407,99213
1083891196,99215
1083891196,99214
1083891196,93000
1083891196,93970
1083891196,93228
1083891196,99232
1083891196,93880
1083891196,93321
1083891196,99204
1083891196,85610
1083891196,0298T
1083891196,93016
1083891196,78452
1083891196,93225
1083891196,93018
1083891196,93308
1083891196,0296T
1083891196,93227
1083891196,93925
1083891196,93350
1083891196,93306
1083891196,93922
1083891196,93923
1083980403,99220
1083980403,99223
1083980403,99497
1083980403,99236
1083980403,G0180
1083980403,99336
1083980403,99335
1083980403,99308
1083980403,99222
1083980403,99406
1083980403,99231
1083980403,99315
1083980403,99226
1083980403,99233
1083980403,99306
1083980403,99219
1083980403,99217
1083980403,99305
1083980403,99239
1083980403,99232
1083980403,99309
1093708513,99215
1093708513,99213
1093708513,G0009
1093708513,90662
1093708513,G0439
1093708513,90732
1093708513,85610
1093708513,G0444
1093708513,G0008
1093708513,90682
1093708513,99211
1093708513,81003
1093708513,99214
1093708513,99203
1093708513,93000
1093708513,90670
1083734982,90935
1083734982,99231
1083734982,82044
1083734982,99239
1083734982,99222
1083734982,99238
1083734982,80069
1083734982,99233
1083734982,84550
1083734982,85027
1083734982,83735
1083734982,83970
1083734982,81003
1083734982,99223
1083734982,99217
1083734982,80053
1083734982,36415
1083734982,90937
1083734982,99406
1083734982,99204
1083734982,82306
1083734982,99213
1083734982,99232
1083734982,80048
1083734982,84156
1083734982,90966
1083734982,81001
1083734982,90961
1083734982,84100
1083734982,90960
1083734982,99214
1083702559,99212
1083702559,99214
1083702559,20552
1083702559,99203
1083702559,J7320
1083702559,99305
1083702559,20611
1083702559,J3301
1083702559,76942
1083702559,99307
1083702559,20604
1083702559,99204
1083702559,20550
1083702559,95886
1083702559,95911
1083702559,62323
1083702559,99213
1083702559,J7321
1083702559,20610
1083702559,20606
1083914741,99213
1083914741,J1030
1083914741,11755
1083914741,95923
1083914741,29540
1083914741,73610
1083914741,73630
1083914741,11721
1083914741,99203
1093710790,93296
1093710790,93298
1093710790,93925
1093710790,93299
1093710790,93454
1093710790,75635
1093710790,93970
1093710790,90662
1093710790,93295
1093710790,93459
1093710790,93325
1093710790,99204
1093710790,99214
1093710790,99211
1093710790,82565
1093710790,93978
1093710790,99213
1093710790,76706
1093710790,93312
1093710790,93351
1093710790,93306
1093710790,93010
1093710790,A9500
1093710790,36415
1093710790,93224
1093710790,93458
1093710790,93228
1093710790,33285
1093710790,99219
1093710790,93018
1093710790,78452
1093710790,93798
1093710790,99225
1093710790,78492
1093710790,93308
1093710790,99222
1093710790,93880
1093710790,93294
1093710790,92928
1093710790,Q9967
1093710790,99233
1093710790,93793
1093710790,33208
1093710790,A9555
1093710790,93320
1093710790,G0250
1093710790,93000
1093710790,93015
1093710790,80048
1093710790,99232
1093710790,93571
1093710790,93280
1093710790,85025
1093710790,85610
1093710790,J2785
1093710790,93279
1093710790,99226
1093710790,71275
1093153389,99217
1093153389,99239
1093153389,99219
1093153389,99233
1093153389,99291
1093153389,99220
1093153389,99232
1114344389,99232
1114344389,99233
1114926797,93970
1114926797,78452
1114926797,93280
1114926797,92941
1114926797,93459
1114926797,93294
1114926797,93270
1114926797,93010
1114926797,99220
1114926797,92928
1114926797,99239
1114926797,J2785
1114926797,93306
1114926797,99215
1114926797,80061
1114926797,93971
1114926797,93458
1114926797,85610
1114926797,93018
1114926797,93017
1114926797,93299
1114926797,93015
1114926797,93272
1114926797,92960
1114926797,99223
1114926797,93284
1114926797,A9502
1114926797,99232
1114926797,93283
1114926797,93016
1114926797,99205
1114926797,93224
1114926797,93880
1114926797,0298T
1114926797,85018
1114926797,93297
1114926797,93925
1114926797,93922
1114926797,99152
1114926797,36415
1114926797,93295
1114926797,93460
1114926797,93296
1114926797,80053
1114926797,99213
1114926797,99214
1114926797,93000
1114926797,80048
1114926797,0296T
1114926797,99233
1114991163,90688
1114991163,82962
1114991163,G0439
1114991163,36415
1114991163,G0179
1114991163,G0181
1114991163,G0008
1114991163,99344
1114991163,99348
1114991163,G0438
1114991163,99349
1114991163,G0180
1124133590,99291
1124133590,99223
1124133590,G0008
1124133590,99232
1124133590,88738
1124133590,94375
1124133590,95012
1124133590,99205
1124133590,94010
1124133590,99406
1124133590,99214
1124133590,94618
1124133590,99233
1124133590,G0009
1124133590,94729
1124133590,94727
1124133590,94664
1124133590,94060
1124133590,90662
1124133590,99215
1114014800,94640
1114014800,93000
1114014800,90653
1114014800,82962
1114014800,95811
1114014800,94726
1114014800,99213
1114014800,82044
1114014800,94750
1114014800,81003
1114014800,95800
1114014800,G0009
1114014800,90670
1114014800,94729
1114014800,99215
1114014800,83036
1114014800,94618
1114014800,90732
1114014800,88738
1114014800,99214
1114014800,99204
1114014800,71045
1114014800,94664
1114014800,99232
1114014800,99205
1114014800,71046
1114014800,85610
1114014800,94660
1114014800,94010
1114014800,90662
1114014800,G0008
1114014800,99212
1114014800,94060
1114014800,95810
1114014800,95012
1114014800,36415
1114014800,99233
1114014800,94727
1124091012,73030
1124091012,81003
1124091012,99308
1124091012,73630
1124091012,99306
1124091012,90471
1124091012,99310
1124091012,99309
1124091012,99307
1124091012,87880
1124091012,99212
1124091012,99204
1124091012,99202
1124091012,99203
1124091012,99214
1124091012,73560
1124091012,87804
1124091012,71101
1124091012,71046
1124091012,99213
1124096896,45385
1124096896,47562
1124096896,99214
1124096896,49650
1124096896,99202
1124096896,99213
1124096896,45378
1124096896,45330
1124096896,43239
1124096896,43235
1124096896,99203
1124096896,G0121
1124096896,99212
1124096896,99231
1124096896,99221
1124096896,99222
1124096896,99201
1114959418,G0009
1114959418,99213
1114959418,G0008
1114959418,90670
1114959418,99203
1114959418,99214
1114959418,36415
1114959418,99202
1114959418,90682
1124021209,99195
1124021209,J1200
1124021209,99215
1124021209,J0881
1124021209,85025
1124021209,96372
1124021209,96360
1124021209,99205
1124021209,J1100
1124021209,86430
1124021209,96367
1124021209,85652
1124021209,85610
1124021209,80053
1124021209,J2469
1124021209,83540
1124021209,96417
1124021209,83615
1124021209,82607
1124021209,Q5106
1124021209,84443
1124021209,99214
1124021209,J1453
1124021209,85730
1124021209,82378
1124021209,96361
1124021209,J1439
1124021209,J7050
1124021209,96365
1124021209,99213
1124021209,96413
1124021209,96374
1124021209,36415
1124021209,82728
1124021209,38222
1124021209,83010
1124021209,83550
1124021209,82306
1124021209,82746
1124021209,96375
1114239290,83036
1114239290,99213
1114239290,69209
1114239290,81003
1114239290,G0438
1114239290,G0008
1114239290,99214
1114239290,99203
1114239290,G0439
1114239290,90653
1114239290,G0009
1124092325,33208
1124092325,93925
1124092325,93454
1124092325,93306
1124092325,99217
1124092325,99235
1124092325,99214
1124092325,93000
1124092325,93793
1124092325,93970
1124092325,99233
1124092325,99221
1124092325,93018
1124092325,99204
1124092325,93971
1124092325,99152
1124092325,92928
1124092325,78452
1124092325,99232
1124092325,36200
1124092325,93458
1124092325,99213
1124092325,75625
1124092325,75710
1124092325,99226
1124092325,75716
1124092325,G0399
1124092325,93225
1124092325,93978
1124092325,93880
1124092325,93227
1124092325,99238
1124095666,99215
1124095666,J2920
1124095666,J0744
1124095666,J7050
1124095666,J0696
1124095666,99337
1124095666,96367
1124095666,96372
1124095666,96374
1124095666,96366
1124095666,J1885
1124095666,96365
1114913175,90836
1114913175,90833
1114913175,99213
1124008347,G0009
1124008347,99214
1124008347,G0008
1124008347,99495
1124008347,93000
1124008347,G0439
1124008347,90756
1124008347,90670
1124008347,90653
1124008347,G0442
1124008347,99490
1124008347,99213
1124008347,G0444
1114993698,99214
1114993698,90732
1114993698,99490
1114993698,99316
1114993698,99204
1114993698,G0403
1114993698,99213
1114993698,81002
1114993698,99308
1114993698,85610
1114993698,90670
1114993698,G0008
1114993698,96372
1114993698,99315
1114993698,90662
1114993698,99212
1114993698,93000
1114993698,99305
1114993698,36415
1114993698,99487
1114993698,G0402
1114993698,99309
1114993698,99495
1114993698,G0438
1114993698,90756
1114993698,99489
1114993698,99211
1114993698,99310
1114993698,93793
1114993698,G0009
1114993698,99306
1114993698,G0439
1114993698,J0897
1124098553,99213
1124098553,93000
1124098553,99495
1124098553,99204
1124098553,G0180
1124098553,G0008
1124098553,J3420
1124098553,90686
1124098553,G0439
1124098553,G0402
1124098553,99214
1124098553,96372
1124098553,99212
1124059019,99214
1124059019,81002
1124059019,99213
1124059019,93000
1124059019,G0439
1124059019,90662
1124059019,G0009
1124059019,90670
1124059019,90732
1124059019,90682
1124059019,G0180
1124059019,36415
1124059019,G0008
1114986023,93880
1114986023,99212
1114986023,93978
1114986023,99231
1114986023,99204
1114986023,37226
1114986023,93926
1114986023,93923
1114986023,99203
1114986023,11042
1114986023,99214
1114986023,99221
1114986023,99213
1114986023,93925
1114986023,75630
1114986023,93970
1114986023,93971
1114986023,99232
1114986023,75710
1114986023,93922
1114986023,G0365
1114986023,36200
1114996121,73140
1114996121,99213
1114996121,73610
1114996121,99203
1114996121,29827
1114996121,29848
1114996121,73560
1114996121,J7323
1114996121,26055
1114996121,29826
1114996121,73502
1114996121,29881
1114996121,73070
1114996121,73130
1114996121,20605
1114996121,29876
1114996121,20600
1114996121,20550
1114996121,99214
1114996121,99212
1114996121,73030
1114996121,20610
1114996121,J1030
1114996121,73100
1114996121,73630
1114996121,J7325
1114996121,29824
1114996121,99204
1104991231,99213
1104991231,G0439
1104991231,G0438
1104991231,99215
1104991231,G0180
1104991231,93010
1104991231,69210
1104991231,G0402
1104991231,99214
1114110400,99239
1114110400,99291
1114110400,99223
1114110400,99233
1114110400,99232
1114927266,99310
1114927266,99233
1114927266,99223
1114927266,99306
1114927266,99309
1114927266,99232
1114927266,99305
1114927266,99335
1114927266,99308
1114964442,93975
1114964442,93975
1114964442,93975
1114964442,93922
1114964442,93922
1114964442,93922
1114964442,36247
1114964442,36247
1114964442,36247
1114964442,93880
1114964442,93880
1114964442,93880
1114964442,99213
1114964442,99213
1114964442,99213
1114964442,93297
1114964442,93297
1114964442,93297
1114964442,99152
1114964442,99152
1114964442,99152
1114964442,93458
1114964442,93458
1114964442,93458
1114964442,93015
1114964442,93015
1114964442,93015
1114964442,75716
1114964442,75716
1114964442,75716
1114964442,93925
1114964442,93925
1114964442,93925
1114964442,99204
1114964442,99204
1114964442,99204
1114964442,93306
1114964442,93306
1114964442,93306
1114964442,76775
1114964442,76775
1114964442,76775
1114964442,99214
1114964442,99214
1114964442,99214
1114964442,78452
1114964442,78452
1114964442,78452
1114964442,93923
1114964442,93923
1114964442,93923
1114964442,37229
1114964442,37229
1114964442,37229
1114964442,99215
1114964442,99215
1114964442,99215
1114964442,37227
1114964442,37227
1114964442,37227
1114964442,75710
1114964442,75710
1114964442,75710
1114964442,A9500
1114964442,A9500
1114964442,A9500
1114964442,93299
1114964442,93299
1114964442,93299
1114964442,93280
1114964442,93280
1114964442,93280
1114964442,99153
1114964442,99153
1114964442,99153
1124064449,94060
1124064449,99214
1124064449,94621
1124064449,94375
1124064449,36415
1124064449,90670
1124064449,99205
1124064449,95012
1124064449,99291
1124064449,94729
1124064449,90732
1124064449,99204
1124064449,31624
1124064449,36556
1124064449,99233
1124064449,99232
1124064449,76937
1124064449,99223
1124064449,94726
1124064449,G0008
1124064449,32555
1124064449,31500
1124064449,94453
1124064449,90662
1124064449,99215
1124064449,94762
1124064449,J1030
1124064449,93503
1124064449,94664
1124064449,G0009
1124064449,99292
1124064449,99213
1124064449,94618
1124064449,36600
1124064449,96372
1124114574,94727
1124114574,93351
1124114574,99214
1124114574,90756
1124114574,88738
1124114574,84439
1124114574,93000
1124114574,G0008
1124114574,81002
1124114574,85610
1124114574,76775
1124114574,93923
1124114574,36415
1124114574,83036
1124114574,96372
1124114574,99205
1124114574,94060
1124114574,76705
1124114574,99213
1124114574,93325
1124114574,93224
1124114574,J1040
1124114574,85025
1124114574,80061
1124114574,94729
1124114574,76770
1124114574,84153
1124114574,93880
1124114574,82306
1124114574,99215
1124114574,93320
1124114574,80053
1124114574,93970
1124114574,76536
1124114574,G0439
1124114574,93306
1124114574,95806
1124114574,84443
1124114574,J1885
1114965399,90662
1114965399,G0009
1114965399,97112
1114965399,99213
1114965399,97161
1114965399,81002
1114965399,87804
1114965399,99203
1114965399,99212
1114965399,93000
1114965399,82570
1114965399,99204
1114965399,99211
1114965399,82044
1114965399,97535
1114965399,G0439
1114965399,97530
1114965399,97110
1114965399,99214
1114965399,97162
1114965399,99490
1114965399,G0008
1114965399,81003
