NPI,HCPCS
1760705834,36415
1760705834,81003
1760705834,G0439
1760705834,87880
1760705834,90662
1770505612,99213
1770505612,81002
1770505612,J3420
1770505612,93018
1770505612,99223
1770505612,99214
1770505612,36415
1770505612,93010
1770505612,99308
1770505612,93306
1770505612,99233
1770505612,94010
1770505612,78452
1770505612,96372
1770505612,J1100
1770505612,G0180
1770505612,93000
1770505612,99406
1770505612,99307
1770505612,99215
1770545055,99214
1770545055,99203
1770545055,J3301
1770545055,73130
1770545055,73030
1770545055,64721
1770545055,20600
1770545055,73140
1770545055,20610
1770545055,26055
1770545055,73562
1770545055,99213
1760849301,99315
1760849301,99316
1760849301,99308
1760849301,99310
1760849301,99336
1760849301,99309
1760849301,99335
1760849301,99334
1780022921,81003
1780022921,52332
1780022921,76000
1780022921,99212
1780022921,51798
1780022921,82565
1780022921,51728
1780022921,51797
1780022921,52287
1780022921,74178
1780022921,51702
1780022921,52356
1780022921,99204
1780022921,51741
1780022921,52310
1780022921,Q9967
1780022921,81001
1780022921,99203
1780022921,99214
1780022921,52000
1780022921,99213
1780022921,64590
1780022921,74176
1780022921,64581
1780022921,57288
1780022921,51705
1780022921,52005
1780022921,51784
1760726707,99344
1760726707,99490
1760726707,99349
1760726707,99348
1760726707,99350
1760726707,G0181
1770580003,73610
1770580003,20600
1770580003,J0702
1770580003,99203
1770580003,97140
1770580003,73630
1770580003,Q4038
1770580003,99212
1770580003,97110
1770580003,73600
1770580003,20605
1770580003,99213
1770580003,29405
1770535296,99203
1770535296,99495
1770535296,G0439
1770535296,99496
1770535296,99214
1770535296,99213
1770535296,99204
1770535296,90674
1770535296,G0008
1770535296,93000
1770535296,96372
1770535296,G0180
1770535296,99212
1770535296,81002
1770535296,J3420
1770535296,99215
1760873293,99204
1760873293,94729
1760873293,94060
1760873293,99222
1760873293,99214
1760873293,99213
1760873293,99223
1760873293,94664
1760873293,36556
1760873293,31500
1760873293,99291
1760873293,31624
1760873293,99233
1760873293,94618
1760873293,94726
1760873293,99232
1760873293,99231
1760873293,36620
1770968257,99204
1770968257,99213
1770968257,99214
1770591372,11055
1770591372,99223
1770591372,11057
1770591372,11721
1770591372,11056
1770591372,99203
1770591372,99212
1770591372,11720
1770591372,99213
1770591372,29540
1770961740,90662
1770961740,99214
1770961740,G0008
1770961740,90670
1770961740,99213
1770961740,99495
1770961740,99203
1770961740,G0009
1770961740,83036
1770961740,81002
1770553463,99318
1770553463,99291
1770553463,99238
1770553463,99214
1770553463,99222
1770553463,99213
1770553463,94060
1770553463,99305
1770553463,99233
1770553463,99309
1770553463,99308
1770620908,93015
1770620908,0298T
1770620908,99204
1770620908,0296T
1770620908,93306
1770620908,36415
1770620908,93351
1770620908,93000
1770620908,99214
1770780017,81002
1770780017,76700
1770780017,51798
1770780017,99214
1770780017,99213
1770780017,76857
1770780017,99215
1770780017,99232
1770780017,52000
1770780017,99204
1801823935,G0439
1801823935,G0008
1801823935,90662
1801823935,99214
1801823935,G0444
1801823935,G0009
1801823935,36415
1801825781,96415
1801825781,J9355
1801825781,82378
1801825781,96367
1801825781,96401
1801825781,96409
1801825781,81001
1801825781,J3420
1801825781,J9045
1801825781,99205
1801825781,36591
1801825781,96413
1801825781,96366
1801825781,90756
1801825781,G0498
1801825781,96411
1801825781,J1200
1801825781,Q0138
1801825781,96375
1801825781,G9678
1801825781,J0897
1801825781,85025
1801825781,80076
1801825781,J9271
1801825781,99233
1801825781,J2469
1801825781,J9190
1801825781,J3490
1801825781,96402
1801825781,J0185
1801825781,36415
1801825781,J9041
1801825781,83550
1801825781,80048
1801825781,96368
1801825781,J0881
1801825781,J9171
1801825781,J1100
1801825781,J9263
1801825781,82746
1801825781,83540
1801825781,J0640
1801825781,J3489
1801825781,J9395
1801825781,83735
1801825781,83615
1801825781,J9070
1801825781,J1454
1801825781,82607
1801825781,J9217
1801825781,82728
1801825781,99214
1801825781,82565
1801825781,J2505
1801825781,96372
1801825781,99232
1801825781,96361
1801825781,96365
1801825781,84443
1801825781,86300
1801825781,85610
1801825781,96417
1801825781,J9299
1801825781,99215
1801825781,J9267
1801825781,G0008
1801825781,99213
1801873930,99222
1801873930,93010
1801873930,93280
1801873930,93925
1801873930,93299
1801873930,93296
1801873930,93225
1801873930,99211
1801873930,99223
1801873930,93298
1801873930,93000
1801873930,93228
1801873930,93018
1801873930,93295
1801873930,78452
1801873930,99233
1801873930,93978
1801873930,93880
1801873930,93227
1801873930,99214
1801873930,93306
1801873930,99215
1801873930,85610
1801873930,99232
1801873930,93284
1801873930,93294
1801873930,99205
1801873930,93016
1801873930,93279
1811042708,43239
1811042708,99222
1811042708,99214
1811042708,G0105
1811042708,99213
1811042708,43249
1811042708,G0121
1811042708,45381
1811042708,45385
1811042708,99232
1811042708,45378
1811042708,45380
1811042708,43235
1801962881,93000
1801962881,99213
1801962881,G0438
1801962881,99214
1801962881,90653
1801962881,G0105
1801962881,45380
1801962881,43235
1801962881,77080
1801962881,G0402
1801962881,43239
1801962881,G0121
1801962881,G0008
1801962881,G0009
1801962881,90670
1801962881,36415
1801962881,90686
1801962881,G0439
1801172390,99213
1801172390,99214
1801860101,85025
1801860101,G0403
1801860101,85652
1801860101,90662
1801860101,82565
1801860101,84550
1801860101,84443
1801860101,80053
1801860101,82306
1801860101,G0402
1801860101,G0438
1801860101,36415
1801860101,G0439
1801860101,99213
1801860101,99496
1801860101,G0008
1801860101,83550
1801860101,82607
1801860101,84481
1801860101,84403
1801860101,93000
1801860101,81002
1801860101,83690
1801860101,81001
1801860101,G0180
1801860101,90732
1801860101,J3420
1801860101,99214
1801860101,80048
1801860101,86430
1801860101,86140
1801860101,99495
1801860101,85610
1801860101,84153
1801860101,90670
1801860101,96372
1801860101,81003
1801860101,G0009
1801860101,99222
1801860101,80061
1801860101,83540
1801860101,G0472
1801860101,80076
1801860101,84439
1801860101,83036
1801860101,G0103
1811176704,85025
1811176704,84443
1811176704,G0439
1811176704,99213
1811176704,G0009
1811176704,99214
1811176704,99203
1811176704,90662
1811176704,80053
1811176704,81002
1811176704,36415
1811176704,87081
1811176704,80048
1811176704,93000
1811176704,80061
1811176704,82043
1811176704,90670
1811176704,82570
1811176704,82306
1811176704,83036
1811176704,G0008
1811044639,J1040
1811044639,99213
1811044639,73030
1811044639,73565
1811044639,73562
1811044639,20610
1811044639,99203
1811044639,99214
1811044639,73503
1801826763,G0008
1801826763,83036
1801826763,G0438
1801826763,G0009
1801826763,82274
1801826763,99212
1801826763,90732
1801826763,J3420
1801826763,93000
1801826763,96372
1801826763,99214
1801826763,90653
1801826763,90662
1801826763,99213
1801826763,G0439
1801879721,99223
1801879721,99309
1801879721,99239
1801879721,99233
1801879721,99232
1811004351,G0438
1811004351,99214
1811004351,99213
1811004351,99203
1811004351,96372
1811004351,90662
1811004351,90670
1811004351,G0439
1811004351,90732
1811004351,99202
1811004351,99495
1811004351,G0008
1811004351,G0009
1811166721,87633
1811166721,G0008
1811166721,99232
1811166721,99309
1811166721,G0438
1811166721,99205
1811166721,93000
1811166721,G0180
1811166721,G0444
1811166721,81002
1811166721,99223
1811166721,99490
1811166721,G0439
1811166721,99495
1811166721,93922
1811166721,99204
1811166721,94640
1811166721,99496
1811166721,95923
1811166721,J7613
1811166721,95943
1811166721,G0179
1811166721,Q2035
1811166721,J3420
1811166721,G0328
1811166721,99239
1811166721,96372
1811166721,99214
1811166721,90686
1811166721,99497
1811166721,99233
1811166721,96125
1811166721,94760
1811166721,94010
1811166721,99306
1811166721,99308
1811107691,73110
1811107691,J1100
1811107691,G0008
1811107691,96372
1811107691,90674
1811107691,71046
1811107691,87804
1811107691,99213
1811107691,J7613
1811107691,73630
1811107691,87880
1811107691,73562
1811107691,99203
1811107691,81003
1811107691,94640
1811107691,99214
1801276720,99214
1801276720,99213
1801276720,99215
1790836252,93294
1790836252,99152
1790836252,93296
1790836252,93000
1790836252,99221
1790836252,33208
1790836252,93298
1790836252,99223
1790836252,93623
1790836252,99232
1790836252,99233
1790836252,93285
1790836252,92960
1790836252,99291
1790836252,33285
1790836252,93015
1790836252,93297
1790836252,0298T
1790836252,93288
1790836252,85610
1790836252,0296T
1790836252,99214
1790836252,93793
1790836252,93280
1790836252,93299
1790836252,99213
1790836252,33249
1790836252,99215
1790836252,99204
1790836252,99285
1801009253,J1885
1801009253,94640
1801009253,G0439
1801009253,99497
1801009253,20610
1801009253,69210
1801009253,90662
1801009253,99496
1801009253,81003
1801009253,90670
1801009253,J3301
1801009253,J7620
1801009253,96372
1801009253,99215
1801009253,G0009
1801009253,99205
1801009253,G0008
1801009253,99204
1801009253,93000
1801009253,99214
1801009253,99213
1801022520,99203
1801022520,99213
1801022520,27130
1801022520,99214
1801022520,J7327
1801022520,27447
1801022520,20610
1801022520,99204
1801113592,99204
1801113592,29848
1801113592,J1020
1801113592,J0702
1801113592,99214
1801113592,20600
1801113592,73070
1801113592,20605
1801113592,99212
1801113592,20610
1801113592,99203
1801113592,99213
1801113592,73100
1801113592,73140
1801113592,20550
1801113592,73030
1801113592,20526
1801113592,99222
1801113592,26055
1801113592,73130
1801099775,93458
1801099775,99222
1801099775,93010
1801099775,99214
1801099775,93018
1801099775,99232
1801099775,93306
1801099775,99213
1801099775,93016
1801099775,99233
1790897908,92928
1790897908,99214
1790897908,93571
1790897908,93016
1790897908,33208
1790897908,93018
1790897908,93306
1790897908,93320
1790897908,93350
1790897908,99217
1790897908,93458
1790897908,93325
1790897908,99204
1790897908,85610
1790897908,99215
1790897908,93459
1790897908,93321
1790897908,99213
1790897908,78452
1790897908,93460
1790897908,93308
1790897908,99222
1790897908,93010
1790897908,92960
1790897908,99232
1790897908,99203
1790897908,99221
1790897908,93227
1790897908,93312
1790897908,99223
1811009558,Q0138
1811009558,J7040
1811009558,38221
1811009558,96375
1811009558,99195
1811009558,J2469
1811009558,J3420
1811009558,96365
1811009558,99213
1811009558,99223
1811009558,38220
1811009558,96413
1811009558,J1100
1811009558,36415
1811009558,96372
1811009558,85025
1811009558,99233
1811009558,J7050
1811009558,J9312
1811009558,99204
1811009558,99214
1811009558,96415
1811009558,J0885
1801823893,G0008
1801823893,90732
1801823893,90662
1801823893,99214
1801823893,36415
1801823893,99213
1801823893,G0009
1801823893,99215
1801831904,93228
1801831904,G0438
1801831904,95816
1801831904,99205
1801831904,99213
1801831904,93306
1801831904,99328
1801831904,99214
1801831904,99233
1801831904,99215
1801831904,97161
1801831904,76700
1801831904,95951
1801831904,76770
1801831904,99211
1801831904,76856
1801831904,93975
1801831904,95957
1801831904,99238
1801831904,20611
1801831904,93000
1801831904,99223
1801831904,G0283
1801831904,99337
1801831904,93978
1801831904,J2001
1801831904,36415
1801831904,J3301
1801831904,G0008
1801831904,76536
1801831904,99335
1801831904,94640
1801831904,G0179
1801831904,97140
1801831904,G0180
1801831904,97110
1801831904,99490
1801831904,99310
1801831904,99232
1801831904,99336
1801831904,93925
1801831904,69210
1801831904,93970
1801831904,90662
1801831904,76881
1801831904,93976
1801831904,94010
1801831904,97035
1801831904,76942
1801831904,99496
1801831904,20553
1801831904,93880
1801866462,J0702
1801866462,J3301
1801866462,93000
1801866462,20610
1801866462,99214
1801866462,81003
1801866462,99213
1801866462,69210
1801866462,99212
1801866462,G0009
1801866462,99495
1801866462,81002
1801866462,G0008
1801866462,90662
1801866462,G0439
1790898880,99213
1790898880,G0442
1790898880,90732
1790898880,99204
1790898880,93000
1790898880,90670
1790898880,G0009
1790898880,G0008
1790898880,J0897
1790898880,96372
1790898880,99215
1790898880,G0439
1790898880,J3301
1790898880,G0444
1790898880,99214
1790898880,G0438
1790898880,90662
1790898880,36415
1801838040,99213
1801838040,81003
1801838040,90662
1801838040,G0439
1801838040,G0008
1801838040,99214
1790992709,G0008
1790992709,81003
1790992709,G0009
1790992709,71046
1790992709,93000
1790992709,99213
1790992709,90653
1790992709,90732
1790992709,G0439
1790992709,99203
1790992709,83036
1790992709,96372
1790992709,99214
1790992709,90670
1790992709,G0438
1801020466,99204
1801020466,31575
1801020466,99213
1801020466,31536
1801020466,99214
1801904834,90961
1801904834,90960
1801904834,99223
1801904834,99291
1801904834,90935
1801904834,99204
1801904834,99233
1801904834,99214
1801904834,99213
1811077357,85610
1811077357,93010
1811077357,99223
1811077357,93320
1811077357,78452
1811077357,93325
1811077357,93000
1811077357,99222
1811077357,93308
1811077357,99232
1811077357,93321
1811077357,93016
1811077357,99233
1811077357,99204
1811077357,93312
1811077357,93923
1811077357,93880
1811077357,99214
1811077357,93306
1811077357,93018
1811077357,99215
1811077357,99205
1821195090,96372
1821195090,90674
1821195090,J1885
1821195090,90653
1821195090,99203
1821195090,99204
1821195090,G0179
1821195090,99222
1821195090,99223
1821195090,G0008
1821195090,99219
1821195090,94640
1821195090,J7620
1821195090,99220
1821195090,99213
1821195090,87880
1821195090,80305
1821195090,81002
1821195090,71046
1821195090,99214
1821195090,82947
1821195090,94664
1821195090,99406
1811997380,G0438
1811997380,99309
1811997380,96116
1811997380,81003
1811997380,82962
1811997380,99239
1811997380,99213
1811997380,99223
1811997380,99497
1811997380,90674
1811997380,99306
1811997380,99233
1811997380,83036
1811997380,99316
1811997380,99214
1811997380,99308
1811997380,G0008
1811997380,82570
1811997380,93000
1811997380,99231
1811997380,G0180
1811997380,82044
1811997380,99232
1811997380,G0439
1821184052,99231
1821184052,99232
1821184052,46600
1821184052,99213
1821184052,45380
1821184052,99204
1821184052,G0105
1821184052,99203
1821184052,45384
1821184052,99214
1821184052,45385
1821184052,46221
1811981657,99214
1811981657,93005
1811981657,93010
1811981657,93000
1811981657,93306
1811981657,99213
1811981657,99232
1811981657,99222
1811981657,99233
1811981657,99223
1811938368,99233
1811938368,99291
1811938368,99238
1811938368,99220
1811938368,99239
1811938368,99232
1811938368,99223
1811938368,99217
1811938368,99226
1821042771,90686
1821042771,93308
1821042771,99238
1821042771,93321
1821042771,96372
1821042771,J2785
1821042771,94060
1821042771,95250
1821042771,J0897
1821042771,95921
1821042771,93922
1821042771,99308
1821042771,99211
1821042771,93010
1821042771,99231
1821042771,93880
1821042771,93000
1821042771,99213
1821042771,93306
1821042771,99204
1821042771,99221
1821042771,99214
1821042771,G0402
1821042771,93015
1821042771,95923
1821042771,96374
1821042771,0295T
1821042771,96375
1821042771,99232
1821042771,99212
1821042771,A9500
1821042771,93280
1821042771,95251
1821042771,99222
1821042771,78452
1821042771,51798
1821042771,J0153
1821042771,90662
1821042771,93016
1821042771,93325
1821042771,G0439
1821042771,93925
1821042771,G0008
1821042771,93970
1821042771,93018
1821089087,93282
1821089087,93295
1821089087,93312
1821089087,93225
1821089087,99214
1821089087,93283
1821089087,93291
1821089087,93294
1821089087,93010
1821089087,93299
1821089087,93289
1821089087,93284
1821089087,92960
1821089087,0298T
1821089087,0296T
1821089087,93297
1821089087,93000
1821089087,93228
1821089087,93279
1821089087,99223
1821089087,93280
1821089087,99215
1821089087,93298
1821089087,99233
1821089087,99204
1821089087,93296
1821089087,93227
1821089087,99213
1821089087,93288
1821089087,93290
1811230600,77470
1811230600,77280
1811230600,77331
1811230600,99205
1811230600,77301
1811230600,77300
1811230600,77014
1811230600,77290
1811230600,G6002
1811230600,77427
1811230600,77338
1811230600,77295
1811230600,99214
1811230600,77263
1811230600,77293
1811230600,99215
1811230600,99213
1811230600,77334
1811978075,00320
1811978075,00790
1811978075,36620
1821074436,99204
1821074436,93978
1821074436,99215
1821074436,99205
1821074436,93296
1821074436,99211
1821074436,93299
1821074436,99152
1821074436,93294
1821074436,93880
1821074436,A9502
1821074436,93306
1821074436,93279
1821074436,99213
1821074436,93975
1821074436,99233
1821074436,78452
1821074436,93970
1821074436,92960
1821074436,85610
1821074436,93922
1821074436,99212
1821074436,93925
1821074436,J2785
1821074436,93225
1821074436,93971
1821074436,93280
1821074436,93227
1821074436,99214
1821074436,93015
1821074436,99223
1821074436,J0280
1821074436,99231
1821074436,78492
1821074436,93000
1821074436,99232
1821074436,93298
1821074436,A9555
1811940646,51705
1811940646,74176
1811940646,52005
1811940646,52332
1811940646,52287
1811940646,51741
1811940646,36415
1811940646,99211
1811940646,Q9967
1811940646,99212
1811940646,74178
1811940646,76872
1811940646,74420
1811940646,99223
1811940646,52000
1811940646,99204
1811940646,99233
1811940646,99203
1811940646,99215
1811940646,99232
1811940646,55700
1811940646,99213
1811940646,50590
1811940646,81001
1811940646,96402
1811940646,J9217
1811940646,51701
1811940646,99214
1811940646,51798
1821014721,99223
1821014721,99233
1821014721,99214
1821014721,99232
1821014721,99238
1821014721,36415
1821014721,99217
1821014721,99220
1811316359,99223
1811316359,99222
1811316359,99232
1811316359,99239
1811316359,99233
1811316359,99291
1811916414,93280
1811916414,93295
1811916414,99213
1811916414,99215
1811916414,93458
1811916414,93016
1811916414,93455
1811916414,99222
1811916414,93294
1811916414,93459
1811916414,93018
1811916414,93298
1811916414,99152
1811916414,99214
1811916414,93228
1811916414,99204
1811916414,93284
1811916414,93010
1811916414,93283
1811916414,93227
1811916414,93282
1811916414,92928
1811916414,99211
1811916414,93454
1811916414,93308
1811916414,93306
1811916414,33208
1821060682,82746
1821060682,95938
1821060682,95870
1821060682,95939
1821060682,20553
1821060682,95861
1821060682,99204
1821060682,64405
1821060682,95953
1821060682,82607
1821060682,99215
1821060682,95816
1821060682,80053
1821060682,G0399
1821060682,84443
1821060682,99222
1821060682,95970
1821060682,36415
1821060682,G0453
1821060682,99223
1821060682,99203
1821060682,99213
1821060682,J0585
1821060682,85025
1821060682,99214
1821060682,95819
1821060682,99205
1821060682,82565
1821060682,64615
1821060682,95813
1821094236,93227
1821094236,93880
1821094236,99214
1821094236,78452
1821094236,93000
1821094236,A9500
1821094236,93294
1821094236,93295
1821094236,93306
1821094236,Q9957
1821094236,93015
1821094236,93296
1821094236,99213
1821094236,J2785
1821094236,99203
1821094236,93299
1821094236,93298
1821094236,93297
1821198987,95004
1821198987,99213
1821198987,94664
1821198987,99205
1821198987,94618
1821198987,31231
1821198987,99354
1821198987,94727
1821198987,94060
1821198987,99214
1821198987,94729
1821198987,99204
1821198987,99215
1821130089,99217
1821130089,99220
1821130089,99238
1821130089,99291
1821130089,99233
1821130089,99239
1821130089,99232
1821130089,99223
1811915135,99213
1811915135,93005
1811915135,90686
1811915135,90662
1811915135,J3420
1811915135,G0439
1811915135,99214
1811915135,90732
1811915135,G0444
1811915135,G0008
1811915135,96372
1811915135,81003
1811915135,90670
1811915135,G0009
1821060013,92134
1821060013,99214
1821060013,92250
1821060013,92133
1821060013,92004
1821060013,99213
1821060013,92083
1821060013,92014
1821385618,99497
1821385618,99308
1821385618,99309
1821385618,99305
1821385618,99239
1821385618,99223
1821385618,99232
1821385618,99233
1821385618,99306
1821102914,80053
1821102914,G0439
1821102914,85025
1821102914,82607
1821102914,G0008
1821102914,84443
1821102914,82306
1821102914,G0472
1821102914,93000
1821102914,83550
1821102914,82043
1821102914,99214
1821102914,G0444
1821102914,90662
1821102914,90670
1821102914,80061
1821102914,83036
1821102914,99215
1821102914,87086
1821102914,G0009
1821102914,G0402
1821102914,83540
1821102914,99213
1821102914,80048
1821102914,81002
1821102914,90732
1821091869,G0009
1821091869,G0103
1821091869,72110
1821091869,80053
1821091869,80061
1821091869,G0444
1821091869,J3420
1821091869,77080
1821091869,81001
1821091869,J1040
1821091869,90670
1821091869,36415
1821091869,84443
1821091869,99214
1821091869,G0008
1821091869,G0439
1821091869,90688
1821091869,G0180
1821091869,99213
1821091869,G0442
1821091869,80048
1821091869,96372
1821091869,G0402
1821091869,83036
1821091869,90732
1821091869,85025
1821091869,90662
1821091869,93010
1821091869,G0179
1821091869,71046
1811281314,99232
1811281314,99223
1811281314,99239
1811281314,99220
1811281314,99233
1811914658,99350
1811914658,99337
1811914658,99487
1811914658,G0439
1811914658,90674
1811914658,99490
1811914658,G0438
1811914658,99336
1811914658,99328
1811914658,G0008
1811914658,99345
1811914658,99358
1811914658,99497
1821086208,99222
1821086208,99232
1821086208,99233
1821086208,90935
1821158437,76872
1821158437,52310
1821158437,99202
1821158437,99201
1821158437,55700
1821158437,99213
1821158437,52332
1821158437,52000
1821158437,99212
1821022716,72114
1821022716,G0444
1821022716,99213
1821022716,99205
1821022716,99214
1821022716,J2001
1821022716,96372
1821022716,G0008
1821022716,J1100
1821022716,80305
1821022716,J1885
1821022716,96127
1821022716,80307
1821022716,90674
1821022716,G0442
1811929557,29824
1811929557,72100
1811929557,99213
1811929557,20611
1811929557,27447
1811929557,99203
1811929557,73030
1811929557,29876
1811929557,73562
1811929557,72040
1811929557,20610
1811929557,73501
1811929557,95886
1811929557,J1030
1811929557,64721
1811929557,29881
1811929557,73502
1811929557,29879
1811929557,99221
1811929557,73130
1811929557,99214
1811929557,29826
1811929557,99204
1811929557,73560
1811929557,29823
1811929557,73110
1811929557,99212
1821020124,90670
1821020124,99215
1821020124,99497
1821020124,99490
1821020124,G0008
1821020124,99213
1821020124,93880
1821020124,99212
1821020124,G0506
1821020124,G0009
1821020124,90732
1821020124,93306
1821020124,G0402
1821020124,81001
1821020124,G0446
1821020124,G0439
1821020124,99214
1821020124,G0403
1821020124,93000
1821020124,90662
1821020124,99496
1821020124,36415
1821082389,93228
1821082389,92928
1821082389,99222
1821082389,A9502
1821082389,93270
1821082389,78452
1821082389,99213
1821082389,99152
1821082389,99204
1821082389,93015
1821082389,99214
1821082389,J2785
1821082389,93000
1821082389,93306
1821082389,99232
1821082389,93272
1821082389,93458
1821082389,93454
1821000233,82728
1821000233,90662
1821000233,J1030
1821000233,93000
1821000233,G0008
1821000233,81001
1821000233,86140
1821000233,85652
1821000233,80048
1821000233,84439
1821000233,G0009
1821000233,82044
1821000233,90732
1821000233,82306
1821000233,80053
1821000233,82607
1821000233,83036
1821000233,71046
1821000233,82570
1821000233,83550
1821000233,99214
1821000233,85610
1821000233,36415
1821000233,83735
1821000233,82550
1821000233,84443
1821000233,99213
1821000233,80061
1821000233,86318
1821000233,85025
1821000233,20610
1821207143,99232
1821207143,99239
1821207143,99233
1811943723,36415
1811943723,80053
1811943723,G0009
1811943723,90686
1811943723,93000
1811943723,80048
1811943723,81001
1811943723,96127
1811943723,99214
1811943723,90670
1811943723,82570
1811943723,G0439
1811943723,83036
1811943723,82043
1811943723,J3420
1811943723,82728
1811943723,G0101
1811943723,G0008
1811943723,90653
1811943723,90732
1811943723,99213
1811943723,99203
1811943723,99495
1811943723,96372
1811943723,85025
1811943723,80061
1811943723,G0103
1811943723,84439
1811943723,84443
1811943723,90662
1811920796,99214
1811920796,72170
1811920796,G0180
1811920796,27130
1811920796,73562
1811920796,73565
1811920796,73502
1811920796,99212
1811920796,99203
1811920796,73721
1811920796,20610
1811920796,73564
1811920796,73560
1811920796,27447
1811920796,73522
1811920796,99213
1811920796,J1030
1811920796,72148
1821013517,99233
1821013517,99232
1821013517,99213
1821013517,99239
1821013517,99214
1821013517,99291
1821013517,99223
1821054842,99214
1821054842,G0009
1821054842,90662
1821054842,99215
1821054842,99211
1821054842,G0180
1821054842,81003
1821054842,36415
1821054842,G0008
1821054842,99213
1821054842,83036
1821054842,71046
1831153600,99212
1831153600,73030
1831153600,99213
1831153600,20610
1831153600,73564
1831153600,99203
1831194158,G0179
1831194158,99213
1831194158,99232
1831194158,99239
1831194158,99214
1831194158,99233
1831194158,99495
1831194158,99223
1831194158,99222
1831194158,G0180
1831194158,20552
1841272085,51797
1841272085,95970
1841272085,99215
1841272085,99204
1841272085,99214
1841272085,51728
1841272085,J0585
1841272085,51600
1841272085,99203
1841272085,99213
1841272085,51784
1841272085,51720
1841272085,G0444
1841272085,52000
1841272085,36415
1841272085,51741
1841272085,52287
1841272085,51701
1841272085,51798
1841272085,51702
1841272085,99223
1841272085,99232
1841272085,51700
1841272085,81003
1841272085,64566
1831405380,99213
1831405380,99203
1831405380,J2920
1831405380,99212
1831405380,11721
1831405380,11730
1841236395,96365
1841236395,J2405
1841236395,99195
1841236395,99213
1841236395,96361
1841236395,J7613
1841236395,99490
1841236395,J7644
1841236395,96401
1841236395,J1100
1841236395,90756
1841236395,99406
1841236395,96367
1841236395,99407
1841236395,36415
1841236395,96375
1841236395,J3420
1841236395,G0008
1841236395,J1885
1841236395,94640
1841236395,96372
1841236395,J3490
1841236395,J1956
1841236395,99215
1841236395,J1940
1841236395,96360
1841236395,J0696
1841236395,J1200
1841236395,J7040
1841236395,96366
1841236395,J1642
1841236395,J1750
1841236395,99214
1841236395,99205
1841236395,J0897
1831271790,99213
1831271790,G0008
1831271790,Q2035
1831271790,36415
1831381805,73030
1831381805,73502
1831381805,29125
1831381805,73562
1831381805,73610
1831381805,J1100
1831381805,20610
1831381805,73630
1831381805,J1030
1831381805,Q4022
1831381805,72100
1831381805,99213
1831381805,73110
1831381805,99203
1831381805,29530
1831381805,99204
1831381805,99214
1831381805,72040
1831639384,99327
1831639384,99336
1831639384,99326
1831639384,99497
1831639384,99334
1831639384,99335
1841295862,99213
1841295862,99222
1841295862,99231
1841295862,93010
1841295862,93005
1841295862,99223
1841295862,99239
1841295862,36415
1841295862,99214
1841295862,99232
1841295862,99215
1841216850,99213
1841216850,73030
1841216850,99214
1841216850,99203
1841216850,73562
1841216850,73502
1841216850,73564
1841216850,73110
1841216850,99204
1841216850,73522
1841216850,J3301
1841216850,20610
1841216850,73565
1841216850,99222
1841216850,73560
1841278645,G0438
1841278645,G0439
1841278645,99487
1841278645,G0179
1841278645,99337
1841278645,99489
1841278645,99328
1841278645,99349
1841278645,G0008
1841278645,99345
1841278645,99336
1841278645,93000
1841278645,99490
1841278645,81002
1841278645,90674
1841278645,G0180
1831199496,99495
1831199496,99490
1831199496,93880
1831199496,99239
1831199496,G0439
1831199496,93923
1831199496,99214
1831199496,99204
1831199496,99305
1831199496,93000
1831199496,99222
1831199496,99308
1831199496,99232
1831199496,99213
1841282159,96360
1841282159,96409
1841282159,J0780
1841282159,96367
1841282159,96417
1841282159,J1453
1841282159,99215
1841282159,J9045
1841282159,J9060
1841282159,J9206
1841282159,36415
1841282159,96375
1841282159,36591
1841282159,J2405
1841282159,J7040
1841282159,J1200
1841282159,J0461
1841282159,96361
1841282159,J7030
1841282159,J0894
1841282159,J1459
1841282159,J0897
1841282159,99214
1841282159,99205
1841282159,J0881
1841282159,J7050
1841282159,J9145
1841282159,J3475
1841282159,J9299
1841282159,J2469
1841282159,J9271
1841282159,99232
1841282159,96365
1841282159,J2930
1841282159,J1100
1841282159,99213
1841282159,J9264
1841282159,J9041
1841282159,J9263
1841282159,96402
1841282159,96401
1841282159,G0498
1841282159,J9305
1841282159,96413
1841282159,J2505
1841282159,J9217
1841282159,96523
1841282159,96372
1841282159,J9201
1841282159,J9190
1841282159,96411
1841282159,J9312
1841282159,99223
1841282159,J1442
1841282159,J9035
1841282159,J3490
1841282159,J9047
1841282159,J9267
1841282159,96415
1841282159,96366
1841282159,99233
1831518596,93000
1831518596,G0009
1831518596,90662
1831518596,G0439
1831518596,99215
1831518596,G0438
1831518596,99214
1831518596,99213
1831518596,G0008
1831511278,99308
1831511278,99309
1831511278,99316
1831511278,99306
1831511278,99315
1831511278,99307
1841244977,J1885
1841244977,73630
1841244977,J3301
1841244977,J7321
1841244977,73610
1841244977,73503
1841244977,64721
1841244977,27447
1841244977,20550
1841244977,J0702
1841244977,27130
1841244977,23472
1841244977,99203
1841244977,73080
1841244977,99212
1841244977,99213
1841244977,96372
1841244977,73110
1841244977,20610
1841244977,99214
1841244977,73562
1841244977,73564
1841244977,73030
1841244977,99204
1841244977,99221
1831118009,90686
1831118009,99203
1831118009,99233
1831118009,99291
1831118009,99232
1831118009,G0008
1831118009,96372
1831118009,99214
1831118009,99222
1831118009,J3420
1831118009,99213
1831118009,99231
1831399252,11056
1831399252,99232
1831399252,11055
1831399252,J3301
1831399252,29580
1831399252,11721
