~id,~label,Name:String,HCPCS:String,NPI:Int,Fraud:String,Female:Int,tot_suplrs_standard_deviation:Double,tot_suplrs_mean:Double,tot_suplrs_sum:Double,tot_suplr_benes_standard_deviation:Double,tot_suplr_benes_mean:Double,tot_suplr_benes_sum:Double,tot_suplr_clms_standard_deviation:Double,tot_suplr_clms_mean:Double,tot_suplr_clms_sum:Double,tot_suplr_srvcs_standard_deviation:Double,tot_suplr_srvcs_mean:Double,tot_suplr_srvcs_sum:Double,avg_suplr_sbmtd_chrg_standard_deviation:Double,avg_suplr_sbmtd_chrg_mean:Double,avg_suplr_sbmtd_chrg_sum:Double,avg_suplr_mdcr_pymt_amt_standard_deviation:Double,avg_suplr_mdcr_pymt_amt_mean:Double,avg_suplr_mdcr_pymt_amt_sum:Double,bene_unique_cnt_mean:Double,bene_unique_cnt_sum:Double,bene_unique_cnt_standard_deviation:Double,line_svc_cnt_mean:Double,line_svc_cnt_sum:Double,line_svc_cnt_standard_deviation:Double,bene_day_srvc_cnt_mean:Double,bene_day_srvc_cnt_sum:Double,bene_day_srvc_cnt_standard_deviation:Double,average_submitted_chrg_amt_mean:Double,average_submitted_chrg_amt_sum:Double,average_submitted_chrg_amt_standard_deviation:Double,average_medicare_payment_amt_mean:Double,average_medicare_payment_amt_sum:Double,average_medicare_payment_amt_standard_deviation:Double,total_claim_count_mean:Double,total_claim_count_sum:Double,total_claim_count_standard_deviation:Double,total_30_day_fill_count_mean:Double,total_30_day_fill_count_sum:Double,total_30_day_fill_count_standard_deviation:Double,total_day_supply_mean:Double,total_day_supply_sum:Double,total_day_supply_standard_deviation:Double,total_drug_cost_mean:Double,total_drug_cost_sum:Double,total_drug_cost_standard_deviation:Double,bene_count_mean:Double,bene_count_sum:Double,bene_count_standard_deviation:Double
v4968,Provider,,,1831187921,NO,1,0.477121255,0.301029996,2.08278537,0.84509804,0.954242509,2.702430536,1.176091259,1.342422681,3.069668097,2.855519156,2.638489257,4.355106553,1.933248459,1.656726813,3.372730157,1.522115802,1.380108621,3.096111965,1.748188027,3.028977705,1.556302501,1.939519253,3.220369632,1.851258349,1.939519253,3.220369632,1.851258349,1.970956114,3.249709715,1.573670056,1.818851886,3.097605487,1.481115829,1.72427587,4.456457134,1.851258349,1.747383955,4.471659825,1.873479267,3.161368002,5.885650653,3.334453751,3.349908216,6.074184086,3.626919447,1.041392685,3.779163424,1.079181246
v4969,Provider,,,1831191998,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.204119983,1.204119983,0,1.204119983,1.204119983,0,2.373831145,2.373831145,0,1.772376724,1.772376724,1.72427587,3.469969209,1.397940009,1.799340549,3.541704023,1.505149978,1.799340549,3.541704023,1.505149978,2.44498118,4.185343869,2.185785494,1.837951059,3.578313748,1.600031074,1.255272505,2.217483944,0.84509804,1.351323804,2.305566314,1.080185905,2.780317312,3.734959761,2.613841822,2.963159534,3.917402044,3.120119676,0.903089987,1.857332496,0.602059991
v4970,Provider,,,1831194158,NO,0,0.698970004,0.698970004,2.526339277,0.954242509,1,2.810904281,1.491361694,1.568201724,3.356025857,3.070037867,2.633468456,4.419096217,2.069162674,1.925522505,3.71085234,1.524842835,1.361739611,3.147069446,1.785329835,3.795741021,1.832508913,1.954242509,3.965953889,2.11058971,1.954242509,3.965483924,2.11058971,2.360192513,4.368792685,2.252614577,1.836062792,3.844662964,1.597870089,1.681241237,4.573961775,1.77815125,1.935425149,4.820220513,2.101305704,3.38147609,6.266295448,3.574494268,3.411157464,6.295952828,3.79395931,1.204119983,4.091596621,1.278753601
v4971,Provider,,,1831199058,NO,0,0.602059991,0.698970004,1.342422681,0,0.698970004,1.301029996,0.477121255,1.176091259,1.799340549,1.301029996,1.462397998,2.075546961,2.392314994,2.257221374,2.859281365,1.561793414,1.52519935,2.127259342,1.785329835,3.648847708,2.029383778,1.986771734,3.844290743,2.285557309,1.959041392,3.816572696,2.285557309,1.911306242,3.768638739,1.894017758,1.550495209,3.407827706,1.555471022,1.672097858,4.453639355,1.748188027,1.88777359,4.666648062,2.002596942,3.359645793,6.138614331,3.480438147,3.174831294,5.953705766,3.417432266,1.146128036,3.934144812,1.204119983
v4972,Provider,,,1831199496,NO,1,0.602059991,0.602059991,2.346352974,0.77815125,0.903089987,2.617000341,1.146128036,1.414973348,3.10002573,3.086715664,2.710117365,4.391834542,2.184571572,1.981646442,3.66288768,1.368045349,1.227528952,2.90877019,1.643452676,3.801197834,1.544068044,2.161368002,4.313086476,2.340444115,2.161368002,4.312938609,2.340444115,2.246680242,4.395899354,2.039640524,1.922646682,4.071865795,1.69378779,1.672097858,4.743611663,1.740362689,1.740446684,4.810484551,1.845607018,3.160168293,6.230283603,3.296884476,3.491122678,6.561160545,3.870601543,0.954242509,4.052886235,1
v4973,Provider,,,1831205731,NO,0,0.602059991,1.079181246,2.31386722,1.342422681,1.51851394,2.752816431,1.633468456,1.832508913,3.068927612,2.243038049,2.113943352,3.347134783,2.396495344,2.279004505,3.509453426,1.679992574,1.584762043,2.815210964,1.892094603,3.237543738,1.770852012,2.017033339,3.362859303,2.025305865,2.017033339,3.362859303,2.025305865,2.385837034,3.728259715,2.068505653,1.884531721,3.226954402,1.403668731,1.477121255,3.034227261,1.414973348,1.548798744,3.105101245,1.563870941,3.011570444,4.568260409,3.039414119,3.570057785,5.126360285,3.989541052,1,2.592176757,1
v4974,Provider,,,1831206358,NO,1,0,0.602059991,2.350248018,1.079181246,1.361727836,3.093071306,1.544068044,1.69019608,3.417969642,2.086359831,1.986771734,3.713154402,2.277050979,2.157445802,3.881721672,1.564536444,1.488178427,3.212454296,1.681241237,3.383635868,1.612783857,1.826074803,3.526597709,1.792391689,1.785329835,3.485579477,1.73239376,3.033926697,4.732896701,3.527868796,1.747364582,3.446334586,1.591398104,1.462397998,2.765668555,1.255272505,1.551327988,2.852357984,1.398178657,2.945468585,4.246941512,2.939519253,2.685602921,3.986632917,2.370960107,1.176091259,2.489958479,0.903089987
v4975,Provider,,,1831210756,NO,0,0.954242509,0.77815125,1.662757832,0.954242509,1,1.86923172,1.361727836,1.380211242,2.230448921,1.959041392,2.041392685,2.8876173,2.419945977,2.230678551,3.075776591,1.845045309,1.667880185,2.512978225,1.653212514,3.228913406,1.51851394,1.929418926,3.502153893,2.017033339,1.929418926,3.502153893,2.017033339,2.095763483,3.663965207,1.903579372,1.63730874,3.205510464,1.37622104,1.748188027,4.517894958,1.857332496,1.878467967,4.647106068,1.996191984,3.337059726,6.105745151,3.46478752,3.487277586,6.255915687,3.845639522,1.113943352,3.904066052,1.204119983
v4976,Provider,,,1831213545,NO,1,1.041392685,1.041392685,2.552668216,1.342422681,1.301029996,2.80685803,1.819543936,1.72427587,3.230448921,2.492760389,2.42975228,3.936111432,2.21387566,1.990547703,3.495697682,1.982936903,1.692198202,3.19734818,1.977723605,3.573219827,1.716003344,2.206825876,3.800304578,2.068185862,2.206825876,3.799753966,2.068185862,2.073615526,3.664680133,1.982970953,1.520131294,3.111195901,1.537514235,1.851258349,4.183298321,1.897627091,2.02243608,4.352849854,2.105993083,3.489395922,5.819811668,3.579326204,4.518457321,6.848871094,4.773898814,1.278753601,3.616055195,1.342422681
v4977,Provider,,,1831220102,NO,1,0,0.698970004,1.698970004,0.698970004,0.903089987,1.934498451,0.77815125,1.278753601,2.290034611,1.146128036,1.491361694,2.491361694,1.129178448,1.539594857,2.539594857,0.444294087,0.540480636,1.540480636,1.602059991,2.086359831,1.681241237,1.681241237,2.158362492,1.763427994,1.672097858,2.152288344,1.770852012,1.977723605,2.45484486,1.740362689,1.457581696,1.93470295,1.296986009,1.568201724,4.048208667,1.568201724,1.742836928,4.212658944,1.821251705,3.196452542,5.666491772,3.301029996,3.370341531,5.840163547,3.752623192,1.176091259,3.652246341,1.204119983
v4978,Provider,,,1831223676,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.079181246,1.079181246,0,1.079181246,1.079181246,0,1.494606749,1.494606749,0,1.045062063,1.045062063,1.397940009,2.86923172,0.903089987,1.544068044,3.017033339,1.176091259,1.544068044,3.017033339,1.176091259,2.02073202,3.483130018,1.947820909,1.512236633,2.974634631,1.355236741,1.230448921,3.103461622,0.698970004,1.530041725,3.393364585,1.273718967,2.990338855,4.854020468,2.778874472,2.536355706,4.399678566,2.912783351,0.698970004,2.56937391,0
v4979,Provider,,,1831240191,NO,0,0,0,1.041392685,0,0.698970004,1.544068044,1,1.255272505,2.103803721,1,1.255272505,2.103803721,2.248258647,2.453703342,3.298801382,1.431163086,1.726386381,2.571484421,2.120573931,4.096875268,2.193124598,2.271841607,4.24496946,2.419955748,2.23299611,4.208575709,2.413299764,2.490696144,4.463823997,2.553409315,2.012129729,3.985257582,2.023741742,1.643452676,4.009195854,1.653212514,2.061692166,4.419627013,2.102452431,3.537441283,5.895420888,3.579440597,3.542778727,5.900713574,4.15068213,1.113943352,3.500922239,1.146128036
v4980,Provider,,,1831262252,NO,0,0.602059991,1.041392685,2.267171728,0.602059991,1.113943352,2.340444115,1.041392685,1.491361694,2.697229343,1.531478917,1.763427994,2.969881644,1.397143517,1.591528734,2.795648717,0.68552972,0.67743044,1.881550423,1.579783597,2.981365509,1.556302501,2.068185862,3.469674773,2.222716471,2.068185862,3.469674773,2.222716471,2.056493978,3.454433987,1.812512235,1.867857499,3.265797508,1.756338281,1.612783857,4.420813582,1.643452676,1.809527548,4.607487192,1.926188092,3.269746373,6.067742804,3.407560849,3.410788381,6.208748025,3.611660164,1.041392685,3.855942946,1.041392685
v4981,Provider,,,1831271790,NO,0,0.77815125,0.77815125,2.340444115,0.954242509,1,2.544068044,1.380211242,1.491361694,3.010723865,2.878521796,2.489958479,4.009068276,2.181617135,1.965118256,3.483632196,1.335806921,1.264088811,2.78260275,1.73239376,3.31827208,1.672097858,2.029383778,3.612677918,2.250420002,2.029383778,3.612571954,2.250420002,1.827034769,3.406818366,1.742380058,1.544146124,3.123929721,1.565119638,1.919078092,4.928462425,2.136720567,2.120142174,5.126180129,2.3737175,3.586024382,6.592067226,3.852357984,3.669526214,6.675564169,4.118433253,1.301029996,4.320748478,1.462397998
v4982,Provider,,,1831279132,NO,0,0,0.477121255,1.462397998,0,0.698970004,1.602059991,1.113943352,1.414973348,2.330413773,1.113943352,1.414973348,2.330413773,2.292971695,2.50508073,3.408170717,1.746445815,1.855907433,2.75899742,1.278753601,2.989449818,0.954242509,1.301029996,3.010723865,1,1.301029996,3.007320953,1,3.115655788,4.805851868,3.123848212,2.579007668,4.269203748,2.631356718,1.653212514,3.469380136,1.531478917,1.678854423,3.491767779,1.574524624,3.127104798,4.940312239,3.058426024,3.169949516,4.982862873,3.394444998,1.041392685,2.865103975,0.954242509
v4983,Provider,,,1831284470,YES,0,0,0,1.041392685,1.146128036,1.477121255,2.442479769,1.146128036,1.477121255,2.442479769,1.792391689,1.991226076,2.94792362,2.013504904,2.10929291,3.063535419,1.938465075,1.917527125,2.871769634,1.812913357,3.758609143,1.982271233,2.037426498,3.983039616,2.267171728,2.029383778,3.977815026,2.267171728,1.943397461,3.887880133,1.777896435,1.610800495,3.555283167,1.474154448,1.255272505,2.487138375,0.954242509,1.259790564,2.490239485,0.953055963,2.546542663,3.776991585,2.255272505,3.255450302,4.485899224,3.355261963,0.84509804,2.11058971,0.602059991
v4984,Provider,,,1831291640,NO,0,0.477121255,0.602059991,2.382017043,0.84509804,0.954242509,2.669316881,1.176091259,1.397940009,3.108903128,2.765668555,2.378397901,4.087390945,3.07550846,2.612151501,4.319721677,2.406996968,1.937917696,3.645487872,1.913813852,3.748730556,1.892094603,2.123851641,3.959470702,2.217483944,2.117271296,3.951628894,2.220108088,1.936258273,3.768767186,1.918548569,1.619912294,3.452421207,1.675954691,1.633468456,4.189602593,1.740362689,1.958273376,4.510941592,2.122453021,3.425208051,5.977877638,3.60162548,3.230604457,5.783272673,3.467325758,1.113943352,3.673573796,1.176091259
v4985,Provider,,,1831291699,NO,0,0,0,0.77815125,0,0.698970004,1.301029996,0.698970004,1.204119983,1.806179974,0.698970004,1.204119983,1.806179974,2.213036858,2.535535304,3.137595296,1.677468065,2.006099457,2.608159448,2.267171728,3.590618948,2.093421685,2.311753861,3.635282638,2.161368002,2.305351369,3.628797486,2.155336037,2.290875731,3.613095026,2.177155003,1.748777426,3.070996721,1.621232394,1.301029996,2.730782276,1.041392685,1.315808928,2.730782276,1.050566735,2.1430148,3.560265398,1.73239376,2.247449192,3.66242254,2.312139622,1.278753601,2.707570176,1.041392685
v4986,Provider,,,1831297266,YES,0,0,0,0.301029996,0,0.698970004,1,0.301029996,1.204119983,1.51851394,0.301029996,1.204119983,1.51851394,2.417686726,2.562292864,2.86332286,1.754415628,1.753566889,2.054596884,1.86923172,3.25358029,1.838849091,2.204119983,3.586362223,2.311753861,2.204119983,3.586362223,2.311753861,2.285955187,3.666166429,1.918449782,1.929760394,3.309971636,1.533282334,1.322219295,3.436957331,1.146128036,1.396333492,3.510276844,1.251499811,2.85672889,4.971048434,2.742725131,2.727604001,4.841547353,3.11650285,0.77815125,2.916453949,0.477121255
v4987,Provider,,,1831297795,NO,0,0.602059991,0.602059991,1.51851394,0.301029996,0.698970004,1.612783857,0.903089987,1.204119983,2.06069784,3.382917135,3.004751156,3.850033258,2.099286564,1.893588631,2.738686671,1.673967562,1.410895873,2.255993913,1.857332496,2.704150517,1.897627091,2.354108439,3.200576927,2.522444234,2.354108439,3.200576927,2.522444234,2.248673741,3.093771781,1.768945511,1.542468958,2.387566998,1.129312259,1.531478917,3.834992604,1.531478917,1.811192819,4.112222815,1.88509664,3.272305844,5.57333584,3.368286885,3.400378946,5.701408942,4.03400309,1,3.308777774,0.954242509
v4988,Provider,,,1831298520,NO,0,0,0.301029996,0.602059991,0,0.698970004,1,0.301029996,1.230448921,1.544068044,0.602059991,1.278753601,1.579783597,0.656046513,1.676942115,1.977972111,0,0.95927182,1.260301815,1.977723605,3.862608364,2.201397124,2.033423755,3.917137753,2.255272505,2.012837225,3.895367289,2.260071388,1.720145409,3.600959001,1.826793402,1.220697841,3.101511433,1.299138606,1.740362689,3.556423121,1.662757832,1.744280944,3.557194301,1.670846371,2.836324116,4.649811736,2.914343157,3.067437466,4.880350822,3.22465285,1.707570176,3.528659645,1.633468456
v4989,Provider,,,1831314731,NO,1,0,0.602059991,1.832508913,0,0.698970004,1.84509804,0.301029996,1.113943352,2.271841607,1.322219295,1.447158031,2.603144373,1.99768739,1.935629113,3.081757149,1.232770716,1.079569878,2.225697914,1.414973348,3.412292509,1.146128036,1.612783857,3.617105231,1.51851394,1.612783857,3.617105231,1.51851394,1.757316498,3.752951693,1.819909103,1.483248439,3.478883633,1.586613591,1.431363764,3.914078585,1.322219295,1.73238838,4.208059569,1.710733942,3.199480915,5.675185134,3.187802639,2.939839567,5.415510755,3.276575897,0.84509804,3.369401414,0.77815125
v4990,Provider,,,1831330034,NO,1,0,0.301029996,1.447158031,0.301029996,0.77815125,1.792391689,0.84509804,1.301029996,2.31386722,2.971739591,2.850646235,3.850646235,1.120475513,1.485476343,2.485476343,0.799940991,1.09977608,2.09977608,1.84509804,2.80140371,1.633468456,2.404833717,3.35945602,2.439332694,2.404833717,3.35945602,2.439332694,2.792780668,3.747023177,2.336004006,1.99739124,2.95163375,1.574903302,1.397940009,2.977266212,1.146128036,1.440568726,3.00877045,1.20594267,2.828659897,4.397418542,2.586587305,3.226471642,4.794673367,3.516377882,1,2.591064607,0.954242509
v4991,Provider,,,1831336817,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.113943352,1.113943352,0,1.113943352,1.113943352,0,2.233314437,2.233314437,0,0.803614669,0.803614669,1.591064607,2.494154594,1.447158031,1.799340549,2.702430536,1.740362689,1.799340549,2.702430536,1.740362689,2.24520411,3.148294097,1.987508588,1.686387489,2.589477476,1.392942257,1.447158031,3.616475514,1.342422681,1.524071416,3.682433908,1.435454489,2.965671971,5.124099738,2.906873535,4.449588993,6.607951485,5.270556492,0.77815125,2.981365509,0.602059991
v4992,Provider,,,1831339902,YES,0,0,0,0,0,0.698970004,0.698970004,0,1.146128036,1.146128036,0,1.84509804,1.84509804,0,0.912115729,0.912115729,0,0.629817196,0.629817196,1.919078092,3.872738827,1.86332286,2.419955748,4.370605601,2.730782276,2.245512668,4.195539897,2.59439255,2.392239767,4.341629774,2.278019474,2.006734803,3.95612481,1.897538009,2.230448921,4.364382122,2.436162647,2.231731875,4.365270783,2.437701546,3.695131298,5.82871273,3.904174368,4.243693747,6.377232655,4.474191426,1.531478917,3.668944734,1.662757832
v4993,Provider,,,1831350354,NO,0,0,0.477121255,1.892094603,0,0.698970004,2.096910013,0.477121255,1.146128036,2.553883027,2.311753861,2.619093331,4.017992738,0.854451552,0.911292296,2.309232305,0.369863485,0.507200832,1.905140841,1.612783857,2.961895474,1.113943352,1.716003344,3.064457989,1.255272505,1.716003344,3.064457989,1.255272505,2.566707172,3.909129853,1.845327014,1.865235677,3.207658358,1.22455479,1.255272505,2.711807229,0.77815125,1.265575828,2.712733859,0.793039534,2.426511261,3.873843533,2.257678575,2.786462405,4.233620436,2.807380626,0.903089987,2.371067862,0.602059991
v4994,Provider,,,1831354026,NO,1,0,0.301029996,1.826074803,0,0.698970004,2.06069784,1.113943352,1.342422681,2.718501689,2.755112266,2.459392488,3.8213825,2.34821151,2.299009795,3.660737631,1.646095101,1.573968494,2.93569633,1.491361694,3.082426301,1.414973348,1.612783857,3.200303183,1.62324929,1.612783857,3.200303183,1.62324929,1.935060189,3.514843785,1.813610194,1.561382255,3.141165852,1.518341302,1.414973348,3.804071249,1.278753601,1.648780961,4.030798003,1.606792019,3.112939976,5.495041764,3.088136089,2.944460084,5.326477127,3.235651819,0.84509804,3.247973266,0.698970004
v4995,Provider,,,1831355510,NO,1,0,0.301029996,1.748188027,0.477121255,0.84509804,2.193124598,1.414973348,1.643452676,2.967547976,1.431363764,1.643452676,2.972665592,2.117400735,2.098910057,3.421129352,1.438734728,1.445189408,2.767408703,2.068185862,3.751048035,2.029383778,2.338456494,4.020982443,2.462397998,2.292256071,3.975247941,2.392696953,2.279709077,3.960950314,1.946997479,1.874099606,3.555340843,1.533225164,1.301029996,3.186956335,1.079181246,1.311391333,3.192204925,1.088392166,2.525044807,4.406489084,2.354108439,2.65125786,4.532071452,3.120541872,1.255272505,3.152594078,1.041392685
v4996,Provider,,,1831368414,NO,1,0,0,0.301029996,0,0.698970004,1,0,1.041392685,1.342422681,0,1.041392685,1.342422681,2.200437472,2.192542112,2.493572107,1.758262377,1.77931439,2.080344386,1.763427994,3.068927612,1.672097858,2.086359831,3.390228362,2.146128036,2.086359831,3.390228362,2.146128036,2.266510512,3.567540508,1.90292388,1.724016641,3.025046637,1.355858335,2.053078443,3.200850498,2.281033367,2.064190484,3.21031852,2.286004351,3.518908574,4.665055393,3.747411808,3.712917746,4.859045782,3.98786297,1.51851394,2.665580991,1.591064607
v4997,Provider,,,1831381805,NO,0,0,0,0.301029996,1.146128036,1.397940009,1.707570176,1.146128036,1.397940009,1.707570176,1.146128036,1.397940009,1.707570176,2.148861535,2.352915375,2.65394537,1.87882819,2.163623462,2.464653457,1.397940009,3.104828404,1.322219295,1.579783597,3.278524965,1.770852012,1.431363764,3.121559844,1.342422681,2.467602666,4.157798746,2.609370447,1.735791821,3.425987901,1.703876136,1.544068044,2.667452953,1.301029996,1.569103686,2.683047038,1.346824022,2.796574333,3.910731098,2.851258349,2.595897941,3.709841293,2.513360748,1.505149978,2.621176282,1.255272505
v4998,Provider,,,1831393875,NO,0,0,0.301029996,0.698970004,0,0.698970004,1,0.301029996,1.447158031,1.755874856,2.674861141,2.557507202,2.859138297,1.136694506,1.155737298,1.456767293,1.090012096,1.007608683,1.308638679,1.919078092,3.067442843,1.812913357,2.170261715,3.316599302,2.113943352,2.170261715,3.316389751,2.113943352,2.322957263,3.469085299,1.836713265,1.906591588,3.052719624,1.434247983,1.643452676,3.318480725,1.72427587,1.683162048,3.355259906,1.759579493,3.096562438,4.768889579,3.192846115,5.136584833,6.808682691,5.664137123,1.041392685,2.73239376,1.041392685
v4999,Provider,,,1831397454,NO,0,0,0.602059991,1.447158031,0,0.698970004,1.544068044,1,1.204119983,2.068185862,1.568201724,1.556302501,2.411619706,2.014939568,2.028066356,2.873164396,1.134037305,1.295721595,2.140819635,1.491361694,3.448397103,1.447158031,1.62324929,3.579097327,1.69019608,1.62324929,3.577376892,1.69019608,1.826223952,3.775613959,1.838222092,1.578122684,3.527512691,1.605734235,1.462397998,3.902383684,1.361727836,1.755702416,4.193452979,1.744641924,3.2219356,5.659882938,3.227886705,3.049822554,5.487573117,3.310995014,0.954242509,3.419790586,0.84509804
v5000,Provider,,,1831397884,YES,0,0.602059991,0.602059991,1.707570176,0.602059991,0.84509804,1.908485019,0.954242509,1.255272505,2.298853076,2.808210973,2.352182518,3.394801777,2.291647194,2.108239114,3.149631799,1.450829784,1.343705352,2.385098037,1.857332496,2.8162413,1.72427587,2.311753861,3.267875419,2.356025857,2.311753861,3.267875419,2.356025857,2.184481928,3.138724437,1.75824601,1.656861559,2.611104069,1.232386459,1.812913357,4.13155451,2.071882007,1.851231881,4.169295216,2.085138986,3.318480725,5.636553086,3.551693915,3.703473327,6.021536662,4.146772437,1.204119983,3.528273777,1.380211242
v5001,Provider,,,1831399252,NO,0,0,0,1.633468456,1.255272505,1.380211242,2.945468585,1.204119983,1.414973348,2.978180517,2.678518379,2.423245874,3.980048845,1.707773146,1.856340229,3.41264273,1.558314668,1.667421566,3.223724067,1.826074803,4.097847077,2.064457989,2.164352856,4.436385305,2.501059262,2.158362492,4.430832635,2.501059262,1.963269042,4.232781986,1.965805044,1.708913593,3.978426537,1.661820127,1.380211242,3.191171456,1.230448921,1.431031725,3.230372274,1.370837799,2.764922985,4.564535875,2.876794976,3.102488753,4.901829302,3.29004887,1.113943352,2.915927212,1
v5002,Provider,,,1831405380,NO,0,0,0.301029996,1.380211242,1.176091259,1.361727836,2.367355921,1.176091259,1.361727836,2.367355921,1.897627091,1.908485019,2.910090546,2.028388683,2.069707555,3.069707555,1.873204991,1.869192801,2.869192801,1.812913357,3.886941706,1.838849091,2,4.07191881,2.071882007,1.977723605,4.049721822,2.071882007,1.895765352,3.963951214,1.820872521,1.559870646,3.628056508,1.492162414,1.568201724,3.422753941,1.491361694,1.595748096,3.440846136,1.506804299,2.985426474,4.830627157,2.988558957,3.402587834,5.247685874,3.794195071,1.230448921,3.077367905,1.041392685
v5003,Provider,,,1831410570,NO,1,0,0.301029996,1.230448921,0,0.698970004,1.544068044,0.698970004,1.230448921,2.096910013,2.624282096,2.267171728,3.113609151,2.511981305,2.482619922,3.327717962,1.416800308,1.408328314,2.253426354,1.579783597,3.028164419,1.477121255,1.69019608,3.142702246,1.698970004,1.681241237,3.133858125,1.698970004,2.276281555,3.723439586,2.202375312,1.789038047,3.236196079,1.670819365,1.491361694,3.933689709,1.462397998,1.734541845,4.175450927,1.840206187,3.197556213,5.638539173,3.321391278,3.116964216,5.557873299,3.448451313,0.954242509,3.419955748,0.954242509
v5004,Provider,,,1831418599,NO,1,0,0.301029996,0.903089987,0.84509804,1.176091259,1.792391689,1.301029996,1.380211242,1.995635195,2.369215857,2.206825876,2.810232518,2.78039631,2.665924349,3.267984341,2.584771596,2.45813978,3.060199771,1.544068044,2.624282096,1.477121255,2.056904851,3.139249218,2.274157849,2.021189299,3.100370545,2.271841607,2.457296382,3.536477628,2.10531128,1.856719429,2.935900675,1.710623017,1.079181246,1.707570176,0,1.105510185,1.707570176,0,2.290034611,2.893761762,2.056904851,3.070883455,3.672943446,3.14406443,0.903089987,1.531478917,0.602059991
v5005,Provider,,,1831421908,NO,1,0,0.477121255,0.477121255,0,0.698970004,0.698970004,0,1.447158031,1.447158031,0,1.447158031,1.447158031,0,1.989875513,1.989875513,0,1.056401148,1.056401148,1.740362689,3.274619619,1.579783597,2.227886705,3.761627185,2.235528447,1.903089987,3.436162647,1.857332496,1.697414768,3.228893685,1.687902331,1.235637188,2.767116105,1.324871653,1.278753601,3.385248682,1.041392685,1.41321729,3.499577121,1.266183734,2.859738566,4.946363825,2.764922985,2.39904882,4.48540865,2.444436894,0.77815125,2.901458321,0.602059991
v5006,Provider,,,1831422344,NO,1,0,0.301029996,0.301029996,0,0.698970004,0.698970004,0,1.204119983,1.204119983,0,1.230448921,1.230448921,0,1.600799989,1.600799989,0,0.52876551,0.52876551,1.361727836,2.758911892,1.079181246,1.51851394,2.899273187,1.380211242,1.51851394,2.899273187,1.380211242,2.094620985,3.474832227,1.770578219,1.830199947,3.210411189,1.342350576,1.176091259,2.440909082,0.602059991,1.213370163,2.468642668,0.736328521,2.530199698,3.786112284,2.344392274,2.568903462,3.824175967,2.764169063,0.77815125,2.049218023,0.301029996
v5007,Provider,,,1831461938,NO,1,0,0.301029996,1.301029996,0,0.698970004,1.602059991,0.301029996,1.113943352,2.029383778,3.162564407,2.728353782,3.632153484,2.266534175,2.094644705,2.997734692,1.842140297,1.648692448,2.551782435,1.653212514,3.122543524,1.643452676,1.857332496,3.32159843,1.934498451,1.84509804,3.310055738,1.939519253,2.109109422,3.57150742,2.013241513,1.653220545,3.115618543,1.542528701,1.612783857,4.340642378,1.672097858,1.770814226,4.49179997,1.856248614,3.217483944,5.93859527,3.321391278,3.513939311,6.234925055,3.765504616,1,3.756940236,1
v5008,Provider,,,1831477793,NO,1,0,0.301029996,1.447158031,0.602059991,0.84509804,1.892094603,1.079181246,1.301029996,2.357934847,2.222716471,2.06069784,3.104487111,1.507833977,1.498918074,2.540310759,0.732952911,0.709984805,1.75137749,1.612783857,2.996511672,1.380211242,1.763427994,3.148294097,1.643452676,1.763427994,3.148294097,1.643452676,2.17279683,3.553008071,2.133723467,1.515094772,2.895306014,1.378094206,1.462397998,3.81875359,1.414973348,1.785285335,4.135533354,1.843495396,3.252367514,5.602811755,3.322632712,3.003764289,5.354012307,3.264360988,0.903089987,3.272073788,0.77815125
v5009,Provider,,,1831485317,NO,0,0,0.301029996,0.301029996,0,0.698970004,0.698970004,0,1.079181246,1.079181246,0,1.278753601,1.278753601,0,1.774324843,1.774324843,0,1.049809468,1.049809468,1.176091259,1.491361694,0.602059991,1.301029996,1.612783857,1,1.301029996,1.612783857,1,2.241795431,2.542825427,1.862322227,1.900039235,2.201069231,1.539858309,1.301029996,3.069668097,1.079181246,1.429809936,3.177997963,1.261626504,2.894316063,4.64287982,2.743509765,2.613746522,4.361934549,2.832418216,0.698970004,2.501059262,0.301029996
v5010,Provider,,,1831486471,NO,1,0.698970004,0.698970004,1.973127854,0.77815125,0.903089987,2.164352856,1.113943352,1.361727836,2.593286067,1.707570176,1.681241237,2.914871818,2.211909827,2.117626897,3.348075818,1.415276878,1.35941332,2.589862242,1.62324929,3.341830057,1.662757832,1.785329835,3.508260306,2.004321374,1.785329835,3.508260306,2.004321374,2.205904086,3.92190743,2.088523206,1.737752861,3.453756204,1.65299151,1.591064607,4.312663866,1.672097858,1.881790833,4.592753952,2.080301967,3.344392274,6.055429939,3.558228422,3.244540688,5.955503807,3.552102207,1.041392685,3.768638101,1.113943352
v5011,Provider,,,1831501816,NO,1,0,0,0.301029996,0,0.698970004,1,0.477121255,1.176091259,1.491361694,2.98811284,2.848804701,3.150142162,2.618625913,2.46834733,2.769377326,1.91533952,1.765584735,2.066614731,1.633468456,3.1532049,1.477121255,1.913813852,3.433769834,1.913813852,1.903089987,3.422097163,1.913813852,2.442514021,3.961027961,1.840453877,1.552450201,3.070964141,1.276060095,1.146128036,2.31386722,0.602059991,1.185906241,2.332034277,0.684646676,2.354108439,3.501606922,2.133538908,2.95709293,4.103220965,3.072625999,0.698970004,1.880813592,0
