fraudulent_provider,female,average_medicare_payment_amt_standard_deviation,average_medicare_payment_amt_sum,average_medicare_payment_amt_mean,average_submitted_chrg_amt_standard_deviation,average_submitted_chrg_amt_sum,average_submitted_chrg_amt_mean,bene_day_srvc_cnt_standard_deviation,bene_day_srvc_cnt_sum,bene_day_srvc_cnt_mean,bene_unique_cnt_standard_deviation,bene_unique_cnt_sum,bene_unique_cnt_mean,line_svc_cnt_standard_deviation,line_svc_cnt_sum,line_svc_cnt_mean,total_drug_cost_standard_deviation,total_drug_cost_sum,total_drug_cost_mean,Total_day_supply_standard_deviation,Total_day_supply_sum,Total_day_supply_mean,Total_30_day_fill_count_standard_deviation,Total_30_day_fill_count_sum,Total_30_day_fill_count_mean,total_claim_count_standard_deviation,total_claim_count_sum,total_claim_count_mean,bene_count_max,bene_count_standard_deviation,bene_count_sum,bene_count_mean,Avg_Suplr_Mdcr_Pymt_Amt_standard_deviation,Avg_Suplr_Mdcr_Pymt_Amt_sum,Avg_Suplr_Mdcr_Pymt_Amt_mean,Avg_Suplr_Sbmtd_Chrg_standard_deviation,Avg_Suplr_Sbmtd_Chrg_sum,Avg_Suplr_Sbmtd_Chrg_mean,Tot_Suplr_Srvcs_standard_deviation,Tot_Suplr_Srvcs_sum,Tot_Suplr_Srvcs_mean,Tot_Suplr_Clms_standard_deviation,Tot_Suplr_Clms_sum,Tot_Suplr_Clms_mean,Tot_Suplr_Benes_standard_deviation,Tot_Suplr_Benes_sum,Tot_Suplr_Benes_mean,Tot_Suplrs_standard_deviation,Tot_Suplrs_sum,Tot_Suplrs_mean
0,0.0,163.77669719247703,2874.6510521220007,136.88814533914288,274.3910217674254,7811.002993820001,371.95252351523817,498.9073966942066,5045,240.23809523809524,226.68957167183916,2699,128.52380952380952,497.1587559034122,5163,245.85714285714286,18757.04167419241,444401.94,9069.427346938775,6000.014256785782,190563,3889.0408163265306,205.52463356006743,6594,134.57142857142858,204.46039401578105,6555,133.77551020408163,78,70.45218381343217,2308.0,47.10204081632653,439.74778788476783,1793.25962963,597.7532098766667,1020.0853443727281,4380.94773754,1460.3159125133334,7.211102550927978,57,19.0,7.810249675906654,54,18.0,7.810249675906654,54.0,18.0,0.5773502691896258,5,1.6666666666666667
0,1.0,42.165025956253146,2525.4980022936998,49.519568672425486,63.4417292859197,5235.138563645,102.6497757577451,44.399531882358275,2497,48.96078431372549,24.16278129686233,1734,34.0,44.399531882358275,2497,48.96078431372549,1862.7944139829565,397790.2099999999,960.8459178743959,2281.132092318099,906620,2189.903381642512,75.25969916322248,31068,75.04347826086956,29.418294607211777,13882,33.531400966183575,60,10.834434203002344,5200.0,12.560386473429952,25.35840013533324,331.9318886958,15.087813122536364,69.56668383100427,1394.7254412117002,63.39661096416819,25.13862001881202,791,35.95454545454545,4.932663462184384,373,16.954545454545453,1.2792042981336629,116.0,5.2727272727272725,2.600366274566866,110,5.0
0,1.0,44.12919910166858,4058.8006773253987,64.42540757659363,169.05406362972943,17554.353929459998,278.6405385628571,332.5547458482214,16971,269.3809523809524,111.49863323150468,5917,93.92063492063492,333.0211064597412,17290,274.44444444444446,31782.88127143597,3613424.479999998,10207.41378531073,2549.718388363199,670352,1893.6497175141244,85.74466549523015,22804,64.4180790960452,61.35102979129496,15739,44.46045197740113,94,13.470544847772965,3650.0,10.310734463276836,17.650174462225436,247.06860459749998,16.4712403065,165.5472018820573,2149.9059358842,143.32706239228,88.66281767514067,805,53.666666666666664,9.493356072738951,277,18.466666666666665,3.136573805618997,92.0,6.133333333333334,3.807261232859927,56,3.7333333333333334
0,0.0,42.552225697528904,6571.788574908,95.24331267982608,291.214722640535,33916.49018094001,491.5433359556523,254.67797479167643,12732,184.52173913043478,123.86464094067493,8543,123.81159420289855,254.67797479167643,12732,184.52173913043478,2087.2193388054247,79250.01999999999,740.6543925233644,422.02066671162316,54802,512.1682242990654,13.352497542367807,2473,23.11214953271028,12.359633330348416,2330,21.77570093457944,57,10.48136955464977,1615.0,15.093457943925234,50.03877969239775,872.9341308418,54.5583831776125,146.1747391998301,2661.8628246400003,166.36642654000002,42.478180673533245,1145,71.5625,42.45541779325696,1137,71.0625,6.244997998398398,180.0,11.25,1.8439088914585773,76,4.75
0,1.0,44.54014823869003,2609.0421797399995,74.5440622782857,178.54150321816013,8806.383723466999,251.61096352762854,72.55560603004122,2237,63.91428571428571,31.75372670512652,1287,36.77142857142857,72.48062041769822,2241,64.02857142857142,14593.972264744925,2196038.4599999995,10407.76521327014,1724.814850542711,453399,2148.8104265402844,57.52117033960319,15156,71.82938388625593,23.68035465464196,6613,31.341232227488153,5,6.671364853217019,1876.0,8.890995260663507,64.57119485647593,686.7109838758998,28.612957661495827,102.99008782594035,1667.406189862,69.47525791091667,201.0852440193433,4196,174.83333333333334,33.02293888728899,1138,47.416666666666664,13.35767705223794,458.0,19.083333333333332,9.590813086082635,345,14.375
0,0.0,214.70549965554963,19060.736841210797,114.82371591090842,1693.4303484344919,160420.87789644,966.3908307014459,160.99207323693287,17639,106.25903614457832,93.75804426970147,12984,78.21686746987952,160.8799842487341,17878,107.6987951807229,18809.32261095685,1211282.84,8906.491470588237,7206.508564468673,421956,3102.6176470588234,240.8484131470839,15757,115.86029411764706,144.7353890489028,11291,83.0220588235294,99,46.26253583864835,3944.0,29.0,5.583784640033376,41.1632975299,5.8804710757,15.750694077659425,107.63650583469999,15.376643690671427,1132.232371404891,4838,691.1428571428571,2.9113897843110044,106,15.142857142857142,0.0,35.0,5.0,1.7182493859684491,24,3.4285714285714284
0,0.0,60.10162965506194,3024.5454725687996,70.33826680392558,245.77318274465793,10078.253421901998,234.37798655586042,159.62339745286857,4381,101.88372093023256,122.14398851904248,3637,84.5813953488372,166.54712102463583,4476,104.09302325581395,24014.30058549977,338572.10000000003,8257.856097560976,3224.5667158361057,134420,3278.5365853658536,107.14369767382266,4497,109.6829268292683,48.44252314630698,2179,53.146341463414636,73,17.099564963800088,731.0,17.829268292682926,0.0,55.416111111,55.416111111,0.0,144.33333333,144.33333333,0.0,18,18.0,0.0,16,16.0,0.0,5.0,5.0,0.0,2,2.0
0,1.0,44.213449335002146,1589.1525276509997,63.56610110603999,131.0130190859267,5245.7242153523,209.82896861409202,316.9058745642518,4680,187.2,90.80277161702352,2108,84.32,316.9058745642518,4680,187.2,22857.19223371911,9365933.97999999,7516.800947030489,6405.37605258521,4904852,3936.4783306581057,213.47297442951992,170695,136.9943820224719,140.64796246893997,127852,102.6099518459069,99,34.70520109994762,32051.0,25.723113964687,148.9219907524811,3771.9669733243,45.445385220774696,213.34250982522448,8342.8485670091,100.51624779529035,2245.022501780295,60051,723.5060240963855,80.87798772243998,5305,63.91566265060241,25.378289860402592,1949.0,23.481927710843372,9.487886085345798,595,7.168674698795181
0,0.0,33.245694259963294,3478.2120462750013,80.88865223895351,84.10492617447892,9863.58244038,229.3856381483721,78.35442094988659,3153,73.32558139534883,29.006586489979554,1521,35.372093023255815,78.33050347142152,3155,73.37209302325581,1892.7011809179894,69873.58,1270.4287272727272,1244.1535134311866,55917,1016.6727272727272,42.58911828898312,1926,35.018181818181816,40.02812142794744,1769,32.163636363636364,5,7.186547477507169,425.0,7.7272727272727275,63.953681104363305,921.3830610158999,51.18794783421666,139.62552447482642,1964.0387951799999,109.11326639888888,43.94143458289243,854,47.44444444444444,8.431383948920702,339,18.833333333333332,3.434256491157704,111.0,6.166666666666667,0.9235481451827989,33,1.8333333333333333
0,1.0,37.110040047461794,2428.3274764760004,93.39721063369232,147.56435597766924,9288.49411465,357.24977364038466,172.00830033639477,3766,144.84615384615384,30.514662301664348,1086,41.76923076923077,172.00830033639477,3766,144.84615384615384,3006.763202080558,242416.68,1893.8803125,3665.807590731041,332263,2595.8046875,121.48897324481239,11310,88.359375,48.681957739499275,5345,41.7578125,93,15.486673134778322,1819.0,14.2109375,295.5652339300726,1313.0646746496,77.2390985088,384.7660308038967,1749.6793781083,102.92231635931176,322.2729821129907,3451,203.0,1.3476559169863187,208,12.235294117647058,0.0,85.0,5.0,0.624264272846798,25,1.4705882352941178
0,0.0,599.2721424784812,19680.304294191203,157.44243435352962,1081.986585720917,52318.68771432999,418.54950171464,897.3316896723986,44550,356.4,171.30289830514235,15108,120.864,899.302150810067,45663,365.304,28745.844861448037,2297070.2199999993,9774.766893617018,4148.9166409359395,677618,2883.48085106383,140.03552052442623,22983,97.8,138.788266325409,22708,96.62978723404255,99,46.42257416267903,8228.0,35.01276595744681,370.06094124242014,7730.193567603999,552.1566834002857,886.1246594362494,18866.430801606,1347.6022001147142,28.447464592793537,487,34.785714285714285,28.45895444165312,486,34.714285714285715,30.62364596692713,441.0,31.5,0.6504436355879909,21,1.5
1,0.0,36.181180611760894,8544.516622304998,83.76977080691175,96.30611545293755,17119.363028594,167.8368924371961,80.53268646701322,7301,71.57843137254902,44.93017620528646,5187,50.85294117647059,80.52049241707078,7303,71.59803921568627,2241.6262641986123,274123.4000000002,1186.6813852813862,474.2456882475385,133094,576.1645021645022,30.362446963025445,7621,32.99134199134199,30.273756291049928,7583,32.82683982683983,53,7.784462365481218,2055.0,8.896103896103897,16.055212805562682,55.2167725147,13.804193128675,23.224450017370728,121.07478757780001,30.268696894450002,1326.6760468680113,2724,681.0,5.737304826019502,65,16.25,3.774917217635375,33.0,8.25,2.309401076758503,20,5.0
1,0.0,36.181180611760894,8544.516622304998,83.76977080691175,96.30611545293755,17119.363028594,167.8368924371961,80.53268646701322,7301,71.57843137254902,44.93017620528646,5187,50.85294117647059,80.52049241707078,7303,71.59803921568627,2241.6262641986123,274123.4000000002,1186.6813852813862,474.2456882475385,133094,576.1645021645022,30.362446963025445,7621,32.99134199134199,30.273756291049928,7583,32.82683982683983,53,7.784462365481218,2055.0,8.896103896103897,39.17398287365582,457.1791974195,28.57369983871875,130.1701287104445,1577.7381720632,98.60863575395,707.7729391078282,5608,350.5,14.546334016972569,343,21.4375,0.0,80.0,5.0,1.2583057392117916,38,2.375
0,0.0,40.69368517461942,829.0657398886001,55.271049325906674,422.08739949435557,5728.8984126919995,381.9265608461333,29.163251500736987,539,35.93333333333333,10.947058748270937,317,21.133333333333333,29.171904291629644,540,36.0,3451.6639450153953,143072.13999999998,1222.8388034188033,431.2113632064048,80408,687.2478632478633,13.888693779944044,2762,23.60683760683761,12.862486550863581,2582,22.068376068376068,5,2.7494875336347184,660.0,5.641025641025641,7.2083885723980945,33.6750735294,11.2250245098,25.356632733335594,135.067746366,45.022582121999996,21.37755832643195,123,41.0,16.072751268321593,91,30.333333333333332,0.0,15.0,5.0,1.1547005383792517,20,6.666666666666667
0,1.0,233.4611724104755,10316.389905774002,117.23170347470456,662.6644488931337,34590.934294367005,393.0787987996251,64.41162751103786,5511,62.625,44.35916479790166,4401,50.01136363636363,64.52197020781708,5576,63.36363636363637,7147.450007032169,93303.52,2028.3373913043479,574.721084211882,27102,589.1739130434783,20.174133244675296,1475,32.06521739130435,18.26826397332362,1390,30.217391304347824,60,13.024095098704425,926.0,20.130434782608695,72.28091236871003,903.348553114,112.91856913925,317.9968998559568,2435.99307692,304.499134615,5.994044663544928,142,17.75,5.330170192940773,137,17.125,7.146427679017578,114.0,14.25,0.5175491695067657,11,1.375
