fraudulent_provider,female,average_medicare_payment_amt_standard_deviation,average_medicare_payment_amt_sum,average_medicare_payment_amt_mean,average_submitted_chrg_amt_standard_deviation,average_submitted_chrg_amt_sum,average_submitted_chrg_amt_mean,bene_day_srvc_cnt_standard_deviation,bene_day_srvc_cnt_sum,bene_day_srvc_cnt_mean,bene_unique_cnt_standard_deviation,bene_unique_cnt_sum,bene_unique_cnt_mean,line_svc_cnt_standard_deviation,line_svc_cnt_sum,line_svc_cnt_mean,total_drug_cost_standard_deviation,total_drug_cost_sum,total_drug_cost_mean,Total_day_supply_standard_deviation,Total_day_supply_sum,Total_day_supply_mean,Total_30_day_fill_count_standard_deviation,Total_30_day_fill_count_sum,Total_30_day_fill_count_mean,total_claim_count_standard_deviation,total_claim_count_sum,total_claim_count_mean,bene_count_max,bene_count_standard_deviation,bene_count_sum,bene_count_mean,Avg_Suplr_Mdcr_Pymt_Amt_standard_deviation,Avg_Suplr_Mdcr_Pymt_Amt_sum,Avg_Suplr_Mdcr_Pymt_Amt_mean,Avg_Suplr_Sbmtd_Chrg_standard_deviation,Avg_Suplr_Sbmtd_Chrg_sum,Avg_Suplr_Sbmtd_Chrg_mean,Tot_Suplr_Srvcs_standard_deviation,Tot_Suplr_Srvcs_sum,Tot_Suplr_Srvcs_mean,Tot_Suplr_Clms_standard_deviation,Tot_Suplr_Clms_sum,Tot_Suplr_Clms_mean,Tot_Suplr_Benes_standard_deviation,Tot_Suplr_Benes_sum,Tot_Suplr_Benes_mean,Tot_Suplrs_standard_deviation,Tot_Suplrs_sum,Tot_Suplrs_mean
0,1.0,73.47872415586633,4254.762883194499,92.49484528683695,298.62321274759955,12646.04761904,274.9140786747826,79.75965405804452,3021,65.67391304347827,56.40884656695696,2407,52.32608695652174,79.80918063737819,3022,65.69565217391305,9592.97128476675,379856.54000000015,5935.258437500002,1398.7251309015205,81103,1267.234375,46.00340739622981,3196,49.9375,29.026243598859246,2130,33.28125,93,20.16183900303063,1231.0,19.234375,1.0663950027245839,1.6904611529000002,0.8452305764500001,2.9920718369434454,5.0114285714,2.5057142857,84.8528137423857,2400,1200.0,1.4142135623730951,24,12.0,0.0,10.0,5.0,0.7071067811865476,3,1.5
0,0.0,312.4774999503764,10102.444036591,160.3562545490635,764.1455958046205,25057.484788805992,397.7378537905713,73.89738737416286,4903,77.82539682539682,43.9309843687665,3686,58.507936507936506,75.94170696753437,5211,82.71428571428571,310.1688253731076,862.69,287.56333333333333,144.85279884535657,1000,333.3333333333333,2.3094010767585034,58,19.333333333333332,5.033222956847166,52,17.333333333333332,5,0.0,15.0,5.0,0.18193844337799858,59.58204623899999,19.860682079666663,61.8418034364071,305.561111111,101.85370370366667,119.52823934116992,474,158.0,2.0,39,13.0,5.131601439446884,32.0,10.666666666666666,0.0,3,1.0
0,0.0,104.62323733197871,10032.337464884702,94.64469306495002,659.1564478190231,41697.115587402994,393.36901497549997,104.24112451203119,8538,80.54716981132076,79.71284717905161,7260,68.49056603773585,104.22566616659554,8541,80.5754716981132,11505.086187375682,277749.43000000005,4872.79701754386,5109.166769047066,147889,2594.5438596491226,166.92049343271051,5907,103.63157894736842,81.5144135969839,3714,65.15789473684211,95,35.832928248570035,1822.0,31.964912280701753,2.77950082965583,7.082819980399999,2.3609399934666664,8.46198968730524,20.999722222000003,6.9999074073333345,1380.5259867166571,4776,1592.0,2.3094010767585034,46,15.333333333333334,0.0,15.0,5.0,1.1547005383792517,5,1.6666666666666667
0,1.0,30.977305080828096,2871.8120034774997,47.07888530290983,77.01603034618888,6879.508630507799,112.77883000832458,292.33328535556115,8541,140.01639344262296,92.09315787166796,4269,69.98360655737704,292.2273162652402,8557,140.27868852459017,4435.011235296999,1763027.949999998,2295.609309895831,3320.891946608509,1735598,2259.8932291666665,110.34512339501973,59948,78.05729166666667,55.356828882364105,35556,46.296875,94,14.128082382138828,9805.0,12.766927083333334,29.239052927332285,1060.2999885675001,18.281034285646555,141.08502695113316,5157.272950196799,88.91849914132412,528.1715372076325,15373,265.05172413793105,14.740516243224231,1377,23.74137931034483,5.908763882836197,440.0,7.586206896551724,5.761230123401186,350,6.0344827586206895
0,0.0,35.42531901120845,1917.4252057949996,53.26181127208332,198.1113366068938,10689.35403255,296.9265009041667,7.477373276165309,700,19.444444444444443,5.871845657761401,651,18.083333333333332,7.477373276165309,700,19.444444444444443,1390.497637571408,6596.129999999999,1649.0324999999998,102.64623714486567,591,147.75,3.774917217635375,57,14.25,3.774917217635375,57,14.25,5,0.0,20.0,5.0,31.440204439399796,148.0131439397,37.003285984925,355.83479706491306,1606.5633333300002,401.64083333250005,6.184658438426491,59,14.75,6.184658438426491,59,14.75,0.0,20.0,5.0,1.707825127659933,11,2.75
0,1.0,58.330051927540005,4785.170975223398,73.6180150034369,104.57572890932015,9548.250301645401,146.89615848685233,168.20351969700735,6606,101.63076923076923,77.45439725313311,4221,64.93846153846154,168.20351969700735,6606,101.63076923076923,3609.376165507718,1777575.6100000008,2128.8330658682644,3426.4629750472836,1858329,2225.5437125748504,113.91069427428587,63457,75.99640718562874,66.54716604855568,41470,49.66467065868263,72,12.622189645559518,9302.0,11.140119760479042,43.37402302648767,647.6669912581001,24.910268894542313,94.27215152705912,2145.7426444305997,82.52856324733077,108.31888108727861,1651,63.5,9.706777964986037,486,18.692307692307693,4.298837052040935,182.0,7.0,4.465422712353221,143,5.5
0,1.0,30.8195433088731,1668.9613365230002,61.81338283418519,150.73654840591357,8451.31819656,313.0117850577778,16.616162797013818,880,32.592592592592595,13.078439664026595,695,25.74074074074074,16.616162797013818,880,32.592592592592595,238.75313100990522,4441.2,317.2285714285714,420.66622330366795,10723,765.9285714285714,13.242455865987905,366,26.142857142857142,2.6269942712345036,194,13.857142857142858,5,0.0,70.0,5.0,21.538886067452342,88.041637427,44.0208187135,335.7908682498677,1046.08,523.04,5.656854249492381,46,23.0,5.656854249492381,46,23.0,0.0,10.0,5.0,0.0,6,3.0
0,0.0,43.51878692235428,7015.9012106298,76.25979576771522,163.26134344436568,19683.795291535,213.95429664711955,65.53368689834416,5532,60.130434782608695,32.83733381559134,3600,39.130434782608695,65.0628743283172,5691,61.858695652173914,9583.497937228185,546492.3799999999,4269.471718749999,2528.8319173368827,269248,2103.5,87.90497816965701,9418,73.578125,82.66848363503318,9021,70.4765625,90,21.92558549303983,2612.0,20.40625,0.0,31.45,31.45,0.0,40.11,40.11,0.0,16,16.0,0.0,16,16.0,0.0,15.0,15.0,0.0,1,1.0
0,1.0,44.21634163866398,2651.7622298456995,67.9939033293769,141.29503250365337,9720.634096150003,249.24702810641034,314.690673476367,10915,279.87179487179486,105.40867708010892,3467,88.8974358974359,313.71063151236467,11175,286.53846153846155,26625.247315828336,2108784.6199999996,8110.710076923076,2251.2096778536666,439430,1690.1153846153845,75.71814568112181,14909,57.34230769230769,60.15947263159931,11439,43.996153846153845,90,11.630705037670747,2316.0,8.907692307692308,32.84239600749345,396.504043657,24.7815027285625,121.9721891389036,1452.2162517010001,90.76351573131251,65.4563149487249,919,57.4375,17.73320801960736,436,27.25,4.516174634946409,119.0,7.4375,5.606172193811627,107,6.6875
0,0.0,47.24764890895832,6196.429840365004,59.5810561573558,166.15926350278477,19375.736030905602,186.3051541433231,166.43788467418418,9834,94.5576923076923,84.88767784043307,6224,59.84615384615385,166.43577207077396,9837,94.58653846153847,4007.8448862747114,1358293.1299999985,1910.3982137834016,4345.387132113915,2132599,2999.4360056258793,143.8855371335165,72701,102.25175808720113,56.17202905645451,32693,45.9817158931083,89,16.358449282818068,10102.0,14.20815752461322,21.44622232090649,806.7903896389,15.515199800748077,110.30381367890972,3464.6613128516997,66.62810217022499,490.6509677682759,9411,180.98076923076923,24.406461016839696,1621,31.173076923076923,10.367456915556852,672.0,12.923076923076923,6.141002811874047,318,6.115384615384615
